expanded_url,file_name,directory,file_downloaded
https://api.nga.gov/iiif/314cc66e-5137-4dbd-99e9-ebf1e87d6e15/full/full/0/default.jpg,"Free_Youth,_Smog_and_Demagogue.jpg",./All_Images,True
https://api.nga.gov/iiif/9d0df346-7ed7-4991-9876-154a829c0317/full/full/0/default.jpg,Machines_(Máquinas).jpg,./All_Images,True
https://api.nga.gov/iiif/329305ea-b635-48d5-9a23-661b7bec2577/full/full/0/default.jpg,Untitled_(Skull).jpg,./All_Images,True
https://api.nga.gov/iiif/4de8e0c6-4eb8-4b3d-bf12-fa05ed9ec238/full/full/0/default.jpg,Untitled_(Skull).jpg,./All_Images,True
https://api.nga.gov/iiif/1aab1a3c-81dd-447d-aa43-8d05e2bf5505/full/full/0/default.jpg,Untitled_(Skull).jpg,./All_Images,True
https://api.nga.gov/iiif/c2197e07-ec8f-43dd-9aa5-47ad7fc7968b/full/full/0/default.jpg,Untitled_(Skull).jpg,./All_Images,True
https://api.nga.gov/iiif/db9f0bfb-6350-44be-8c56-d378219adc81/full/full/0/default.jpg,Untitled_(Skull).jpg,./All_Images,True
https://api.nga.gov/iiif/c573ca02-0ddf-4d3a-ade2-1ea63e7d523a/full/full/0/default.jpg,Cinco_Grabados_(Five_Prints).jpg,./All_Images,True
https://api.nga.gov/iiif/0c7a373b-3b13-4219-8466-b0b14c7b3c0e/full/full/0/default.jpg,Untitled_(Envelope_Torn).jpg,./All_Images,True
https://api.nga.gov/iiif/8c007b9f-6117-4323-a876-38fc1e0f02f3/full/full/0/default.jpg,Untitled_(Envelope_with_Leaves).jpg,./All_Images,True
https://api.nga.gov/iiif/28427977-1b6f-4601-a637-41709d91657b/full/full/0/default.jpg,Untitled_(Envelope_Open).jpg,./All_Images,True
https://api.nga.gov/iiif/62f1b627-d4b0-4ad0-9e71-1cf998274d67/full/full/0/default.jpg,Untitled_(Envelope_Painted).jpg,./All_Images,True
https://api.nga.gov/iiif/8594c7fc-7771-434c-a536-93ca8686b17a/full/full/0/default.jpg,Untitled_(Envelope_Composition).jpg,./All_Images,True
https://api.nga.gov/iiif/a433e8c2-023c-4149-bd82-46b6f9a9cc6a/full/full/0/default.jpg,"Community_of_Franciscan_Monks,_San_Francisco_Monastery,_Cusco.jpg",./All_Images,True
https://api.nga.gov/iiif/7a03454e-755f-4ad1-a1c9-8d2cdc2961fa/full/full/0/default.jpg,Parabola_Optica_(Optical_parable).jpg,./All_Images,True
https://api.nga.gov/iiif/aa883418-dc46-4e29-9447-bf9f551093c4/full/full/0/default.jpg,Mental_Reactions.jpg,./All_Images,True
https://api.nga.gov/iiif/4bec4e1c-fc32-4eb1-a962-09b647a98766/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/4bec4e1c-fc32-4eb1-a962-09b647a98766/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/4bec4e1c-fc32-4eb1-a962-09b647a98766/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/7bc94d00-6a0c-4fcc-b551-c2f0194c3721/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/7bc94d00-6a0c-4fcc-b551-c2f0194c3721/full/full/0/default.jpg,Garden.jpg,./All_Images,True
https://api.nga.gov/iiif/7bc94d00-6a0c-4fcc-b551-c2f0194c3721/full/full/0/default.jpg,Garden.jpg,./All_Images,True
