uuid,iiifurl,iiifthumburl,viewtype,sequence,width,height,maxpixels,created,modified,depictstmsobjectid,assistivetext,objectid,displayorder,roletype,role,constituentid,ulanid,preferreddisplayname,forwarddisplayname,lastname,displaydate,artistofngaobject,beginyear,endyear,visualbrowsertimespan,nationality,visualbrowsernationality,constituenttype,Demonym,Percent_in_NGA,Country,Continent,Country Name,objectid.1,accessioned,accessionnum,locationid,title,displaydate.1,beginyear.1,endyear.1,visualbrowsertimespan.1,medium,dimensions,inscription,markings,attributioninverted,attribution,provenancetext,creditline,classification,subclassification,visualbrowserclassification,parentid,isvirtual,departmentabbr,portfolio,series,volume,watermarks,lastdetectedmodification,customprinturl
ca50a061-549c-49d1-8ace-7649e713a462,https://api.nga.gov/iiif/ca50a061-549c-49d1-8ace-7649e713a462,"https://api.nga.gov/iiif/ca50a061-549c-49d1-8ace-7649e713a462/full/!200,200/0/default.jpg",primary,0,4000,2985,640.0,2011-04-14 16:49:22-04,2022-05-19 10:32:53-04,153112,,153112,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,153112,1,2006.117.1.1-15,,Fifteen Photographs by Manuel Alvarez Bravo,1974,1974,1974,1951 to 1975,portfolio of 15 gelatin silver prints,overall: 4 x 38.2 x 51.5 cm (1 9/16 x 15 1/16 x 20 1/4 in.),,,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,"Lee and Maria Friedlander, New York; gift to NGA, 2006.",Gift of Lee and Maria Friedlander,Portfolio,,portfolio,,0,CPH,copy number 10 of 75,,,,2022-01-24 22:02:01.39-05,
1db755eb-9b69-4842-8b00-ed4e13cb81ac,https://api.nga.gov/iiif/1db755eb-9b69-4842-8b00-ed4e13cb81ac,"https://api.nga.gov/iiif/1db755eb-9b69-4842-8b00-ed4e13cb81ac/full/!200,200/0/default.jpg",primary,0,4000,2900,640.0,2011-01-28 16:11:56-05,2022-06-15 12:56:56-04,153116,,153116,2,artist,printer,35252,,Taller de Grafica Popular,Taller de Grafica Popular,,"Mexican, founded 1937",1,1937.0,,1926 to 1950,Mexican,Mexican,corporate,Mexican,0.0024171947475011,MX,North America,Mexico,153116,1,2010.90.1,,Desolación,c. 1950,1945,1955,1926 to 1950,lithograph in black on wove paper,sheet: 21 x 32 cm (8 1/4 x 12 5/8 in.),"lower left in graphite: 11/15 ""Desolación""; lower right in graphite: Esperanza de Cervantes",,"Cervantes, Esperanza de",Esperanza de Cervantes,"(Tobey C. Moss Gallery, Los Angeles); purchased 2010 by NGA.",Given by Art Information Volunteers in Honor of Marta Madrid Horgan,Print,,print,,0,CG-W,,,,,2010-09-01 14:42:39.283-04,
76e2d1d7-efe9-442c-beed-4a2d0582b109,https://api.nga.gov/iiif/76e2d1d7-efe9-442c-beed-4a2d0582b109,"https://api.nga.gov/iiif/76e2d1d7-efe9-442c-beed-4a2d0582b109/full/!200,200/0/default.jpg",primary,0,3150,4000,640.0,2012-05-23 16:07:51-04,2022-06-15 13:05:39-04,154008,,154008,1,artist,artist,5136,500012316.0,"Orozco, José Clemente",José Clemente Orozco,Orozco,"Mexican, 1883 - 1949",1,1883.0,1949.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,154008,1,2012.92.585,,Clowns (Payasos),1944,1944,1944,1926 to 1950,"etching, drypoint and aquatint on wove buff paper","plate: 26.7 × 21.2 cm (10 1/2 × 8 3/8 in.)
sheet: 44.2 × 29.3 cm (17 3/8 × 11 9/16 in.)","below image, at right, in graphite: J. C. Orozco; above image, at center, in graphite, by later hand: 7.3; to right of image, in graphite, by later hand: 7.3; to left of image, in graphite, by later hand: 7.3; below image, at center, in graphite, by later hand: 11 ½",,"Orozco, José Clemente",José Clemente Orozco,"Ruth Kainen, Washington, D.C.; Gift to NGA, 2012.",Gift of Ruth Cole Kainen,Print,,print,,0,CG-W,,,,,2020-05-06 22:01:32.06-04,
25dc66d6-d136-4e49-bb6d-786c1f54a384,https://api.nga.gov/iiif/25dc66d6-d136-4e49-bb6d-786c1f54a384,"https://api.nga.gov/iiif/25dc66d6-d136-4e49-bb6d-786c1f54a384/full/!200,200/0/default.jpg",primary,0,5540,4043,640.0,2013-07-11 09:54:23-04,2022-05-23 11:20:54-04,157357,,157357,1,artist,artist,36273,500349250.0,"Rossell, Daniela",Daniela Rossell,Rossell,"Mexican, born 1973",1,1973.0,,1951 to 1975,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,157357,1,2011.144.16,,Third World Blondes Have More Money (Raquel 20 Animales),2002,2002,2002,2001 to present,chromogenic print,"image (visible): 110.49 × 152.4 cm (43 1/2 × 60 in.)
framed: 154.62 × 195.58 × 2.54 cm (60 7/8 × 77 × 1 in.)",,,"Rossell, Daniela",Daniela Rossell,"Heather and Tony Podesta, Washington, DC; gift to NGA, 2011.",Gift of the Heather and Tony Podesta Collection,Photograph,,photograph,,0,CPH,,,,,2019-08-23 22:01:21.96-04,
4b2005ad-193a-41ed-89b5-ef009ddf28ad,https://api.nga.gov/iiif/4b2005ad-193a-41ed-89b5-ef009ddf28ad,"https://api.nga.gov/iiif/4b2005ad-193a-41ed-89b5-ef009ddf28ad/full/!200,200/0/default.jpg",primary,0,4512,5631,640.0,2015-06-16 17:45:47-04,2022-05-20 14:32:36-04,163302,,163302,1,artist,artist,38076,500111185.0,"Oiticica, Hélio",Hélio Oiticica,Oiticica,"Brazilian, 1937 - 1980",1,1937.0,1980.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil,163302,1,2013.123.1,,"Untitled (Romero Cavalcanti wearing Parangolé Cape 25, New York City, 1972)",1972-1973,1972,1973,1951 to 1975,gelatin silver print,"image: 24.6 × 19.8 cm (9 11/16 × 7 13/16 in.)
sheet: 25.3 × 20.4 cm (9 15/16 × 8 1/16 in.)","on verso, by unknown hand, bottom right in graphite: 1973/72; lower right, perpendicular: 21A",,"Oiticica, Hélio",Hélio Oiticica,"Eileen and Michael Cohen, New York; gift to NGA, 2013.",Gift of Eileen and Michael Cohen in honor of Sarah Greenough,Photograph,,photograph,,0,CPH,,,,,2021-08-11 22:01:16.29-04,
328ca85f-c36a-4550-93f3-40383bac2f2a,https://api.nga.gov/iiif/328ca85f-c36a-4550-93f3-40383bac2f2a,"https://api.nga.gov/iiif/328ca85f-c36a-4550-93f3-40383bac2f2a/full/!200,200/0/default.jpg",primary,0,5820,6756,640.0,2016-08-05 12:34:20-04,2022-05-19 11:13:43-04,163530,,163530,1,artist,artist,9698,500006317.0,"Lam, Wifredo",Wifredo Lam,Lam,"Cuban, 1902 - 1982",1,1902.0,1982.0,1901 to 1925,Cuban,Other,individual,Cuban,0.0003919775266218,CU,North America,Cuba,163530,1,2014.17.15,,Untitled,c. 1942-1943,1942,1943,1926 to 1950,"ink, ink washes, and colored pencil over graphite on transparent paper",sheet: 17.46 × 15.24 cm (6 7/8 × 6 in.),"lower left verso in graphite: 7 x 5 1/2""",,"Lam, Wifredo",Wifredo Lam,"Titina Rojas, Havana, Cuba and Coral Gables, FL; (Pyramid Galleries Ltd., Washington, DC); purchased 1977 by Robert and Mercedes Eichholz, Santa Barbara, California; bequest to NGA, 2014.",Gift of Robert and Mercedes Eichholz,Drawing,,drawing,,0,CG-W,,,,,2017-11-01 22:19:25-04,
c1b1c883-d432-49d3-9cb4-48f734121100,https://api.nga.gov/iiif/c1b1c883-d432-49d3-9cb4-48f734121100,"https://api.nga.gov/iiif/c1b1c883-d432-49d3-9cb4-48f734121100/full/!200,200/0/default.jpg",primary,0,9875,7692,640.0,2019-07-10 00:00:00-04,2022-05-25 16:58:45-04,163543,,163543,1,artist,artist,1918,500024331.0,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899.0,1991.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,163543,1,2014.17.26,,Horse and Running Girl,1937,1937,1937,1926 to 1950,watercolor and pencil on wove paper,sheet: 21.59 × 27.94 cm (8 1/2 × 11 in.),lower right in watercolor: TAMAYO 37.,,"Tamayo, Rufino",Rufino Tamayo,"(Felix Landau Gallery, Los Angeles, CA); purchased 1969 by Robert and Mercedes Eichholz, Santa Barbara, California; bequest to NGA, 2014.",Gift of Robert and Mercedes Eichholz,Drawing,,drawing,,0,CG-W,,,,COLLINS S R W,2013-10-18 16:47:13.7-04,
ec5a4f1a-f913-436f-b162-b47e83d23ce5,https://api.nga.gov/iiif/ec5a4f1a-f913-436f-b162-b47e83d23ce5,"https://api.nga.gov/iiif/ec5a4f1a-f913-436f-b162-b47e83d23ce5/full/!200,200/0/default.jpg",primary,0,2215,3000,640.0,2015-02-25 12:45:33-05,2022-05-17 18:13:53-04,165695,,165695,15,artist,artist,48199,,"Macedo, Sergio",Sergio Macedo,Macedo,"Brazilian, born 1951",1,1951.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil,165695,1,2014.126.61,,"Heavy Metal, Vol. 1, No. 6, September 1977",1977,1977,1977,1976 to 2000,paperback bound volume offset lithograph illustrations in color and black and white on wove paper,"sheet: 27.94 × 20.64 cm (11 × 8 1/8 in.)
open: 27.94 × 40.82 cm (11 × 16 1/16 in.)",,,Various Artists,"Various Artists, Pierre Druillet (artist, author), Richard Corben (artist, author), Moebius (artist, author), Patrick Lesueur (artist), Alain (author), Roger Zelazny (artist, author), Nicole Claveloux (artist), Zha (author), Ed Davis (artist, author), Philippe Picaret (author), Jacques Tardi (artist), Sergio Macedo (artist, author)","William and Abigil Gerdts, New York, NY; gift to NGA, 2014",Gift of William and Abigail Gerdts,Volume,,volume,,0,CG-W,,,,,2017-06-15 22:19:31.917-04,
6c42fc10-c024-4c71-9cbb-61b008cd16d3,https://api.nga.gov/iiif/6c42fc10-c024-4c71-9cbb-61b008cd16d3,"https://api.nga.gov/iiif/6c42fc10-c024-4c71-9cbb-61b008cd16d3/full/!200,200/0/default.jpg",primary,0,15619,6680,640.0,2016-08-10 16:55:02-04,2022-05-19 12:44:38-04,169092,,169092,1,artist,artist,38855,500127966.0,"Garaicoa, Carlos",Carlos Garaicoa,Garaicoa,"Cuban, born 1967",1,1967.0,,1951 to 1975,Cuban,Other,individual,Cuban,0.0003919775266218,CU,North America,Cuba,169092,1,2014.150.6,,Untitled (Pier),2002-2004,2002,2004,2001 to present,"2 gelatin silver prints, thread, and pins","left panel: 100.17 × 123.03 × 1.91 cm (39 7/16 × 48 7/16 × 3/4 in.)
right panel: 100.17 × 123.03 × 3.81 cm (39 7/16 × 48 7/16 × 1 1/2 in.)",,,"Garaicoa, Carlos",Carlos Garaicoa,"Heather and Tony Podesta, Washington, DC; gift to NGA, 2014.",Gift of The Heather and Tony Podesta Collection,Photograph,,photograph,,0,CPH,,,,,2017-05-12 22:19:13.507-04,
c2e89939-eb4e-422c-ae6f-18b406088e05,https://api.nga.gov/iiif/c2e89939-eb4e-422c-ae6f-18b406088e05,"https://api.nga.gov/iiif/c2e89939-eb4e-422c-ae6f-18b406088e05/full/!200,200/0/default.jpg",primary,0,13024,10490,640.0,2016-08-09 11:46:31-04,2022-05-19 12:44:36-04,169094,,169094,1,artist,artist,38855,500127966.0,"Garaicoa, Carlos",Carlos Garaicoa,Garaicoa,"Cuban, born 1967",1,1967.0,,1951 to 1975,Cuban,Other,individual,Cuban,0.0003919775266218,CU,North America,Cuba,169094,1,2014.150.7,,Velero (Ship),2010,2010,2010,2001 to present,"gelatin silver print, thread, and pins",overall: 125.1 × 154.94 × 3.81 cm (49 1/4 × 61 × 1 1/2 in.),,,"Garaicoa, Carlos",Carlos Garaicoa,"Heather and Tony Podesta, Washington, DC; gift to NGA, 2014.",Gift of The Heather and Tony Podesta Collection,Photograph,,photograph,,0,CPH,,,,,2016-08-10 22:19:09.857-04,
8fee3321-86c3-4bb4-a7ba-19d8059b8057,https://api.nga.gov/iiif/8fee3321-86c3-4bb4-a7ba-19d8059b8057,"https://api.nga.gov/iiif/8fee3321-86c3-4bb4-a7ba-19d8059b8057/full/!200,200/0/default.jpg",primary,0,3341,4000,640.0,2016-03-16 11:57:57-04,2022-06-15 13:53:28-04,169871,,169871,1,artist,artist,25864,,"Delhez, Victor",Victor Delhez,Delhez,"Argentinean, born Belgium, 1902 - 1985",1,1902.0,1985.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina,169871,1,2015.19.1157,,La pêche miraculeuse (The Miraculous Catch of Fish),c. 1936,1931,1941,1926 to 1950,wood engraving in black on wove paper,"image: 15 1/2 x 13 in. (39.37 x 33.02 cm)
sheet: 19 11/16 x 15 1/8 in. (50.01 x 38.42 cm)",lower left in graphite: epreuve d'artiste; lower center in graphite: La Pêche miraculeuse; lower right in graphite: Victor Delhez; lower right corner in graphite by unknown hand: 22,stamped center verso in black ink: F.B.B. [circled],"Delhez, Victor",Victor Delhez,"Frank B. Bristow, Falls Church, Virginia; Corcoran Gallery of Art, Washington, DC, 1968; acquired 2015 by the National Gallery of Art",Corcoran Collection (Bequest of Frank B. Bristow),Print,,print,,0,CG-W,,,,,2018-08-25 17:36:13.973-04,
aa68a26d-7c4a-4b46-9b2c-09a72eac3f65,https://api.nga.gov/iiif/aa68a26d-7c4a-4b46-9b2c-09a72eac3f65,"https://api.nga.gov/iiif/aa68a26d-7c4a-4b46-9b2c-09a72eac3f65/full/!200,200/0/default.jpg",primary,0,2811,4000,,2015-07-07 14:24:21-04,2022-05-20 14:40:13-04,171744,,171744,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,171744,1,2015.19.4668.1,,Cuatro Pescaditos (Four Little Fish),"1986, printed 1990",1986,1986,1976 to 2000,gelatin silver print,"image: 22 × 15.5 cm (8 11/16 × 6 1/8 in.)
sheet: 25.4 × 20.32 cm (10 × 8 in.)","on verso, signed by artist, bottom right corner in graphite: Graciela Iturbide; bottom left corner: ""Cuatro pescaditos"" 1986; by Corcoran Gallery of Art, bottom right corner: 1999.42.12a",,"Iturbide, Graciela",Graciela Iturbide,"Kyle Roberts, New Orleans; gift to the Corcoran Gallery of Art, Washington, DC, 1999; acquired by NGA , 2015.",Corcoran Collection (Gift of Kyle Roberts),Photograph,,photograph,173719.0,0,CPH,Encuentros/Imaginaciones (Encounters/Imaginings),,,,2019-11-20 22:01:18.62-05,
a0eaf43e-1889-45ab-add1-5d422ffa8a06,https://api.nga.gov/iiif/a0eaf43e-1889-45ab-add1-5d422ffa8a06,"https://api.nga.gov/iiif/a0eaf43e-1889-45ab-add1-5d422ffa8a06/full/!200,200/0/default.jpg",primary,0,4000,2671,640.0,2016-03-31 15:04:30-04,2022-05-19 12:42:05-04,173039,,173039,2,artist,author,48572,,"Filho, Armando Freitas",Armando Freitas Filho,Filho,"Brazilian, born 1940",1,1940.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil,173039,1,2015.143.1393,,Doble Identidad / Dupla Identidade (Double Identity / Double Identity),1994,1994,1994,1976 to 2000,bound volume of illustrated poetry with three separable lithographs in back of volume,book: 40.8 × 30.64 × 1.43 cm (16 1/16 × 12 1/16 × 9/16 in.),signed and numbered in graphite lower right on each of the three lithographs at back of volume: 3/150 R. Gershman,,"Gerchman, Rubens, Armando Freitas Filho (poet)","Rubens Gerchman, Armando Freitas Filho (poet)","Corcoran Gallery of Art, Washington; acquired 2015 by the National Gallery of Art",Corcoran Collection (Gift of Brenda Edelson),Volume,Print,volume,,0,CG-W,,,,,2021-02-09 22:01:10.103-05,
a0eaf43e-1889-45ab-add1-5d422ffa8a06,https://api.nga.gov/iiif/a0eaf43e-1889-45ab-add1-5d422ffa8a06,"https://api.nga.gov/iiif/a0eaf43e-1889-45ab-add1-5d422ffa8a06/full/!200,200/0/default.jpg",primary,0,4000,2671,640.0,2016-03-31 15:04:30-04,2022-05-19 12:42:05-04,173039,,173039,1,artist,artist,40991,500066376.0,"Gerchman, Rubens",Rubens Gerchman,Gerchman,"Brazilian,  1942 - 2008",1,1942.0,2008.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil,173039,1,2015.143.1393,,Doble Identidad / Dupla Identidade (Double Identity / Double Identity),1994,1994,1994,1976 to 2000,bound volume of illustrated poetry with three separable lithographs in back of volume,book: 40.8 × 30.64 × 1.43 cm (16 1/16 × 12 1/16 × 9/16 in.),signed and numbered in graphite lower right on each of the three lithographs at back of volume: 3/150 R. Gershman,,"Gerchman, Rubens, Armando Freitas Filho (poet)","Rubens Gerchman, Armando Freitas Filho (poet)","Corcoran Gallery of Art, Washington; acquired 2015 by the National Gallery of Art",Corcoran Collection (Gift of Brenda Edelson),Volume,Print,volume,,0,CG-W,,,,,2021-02-09 22:01:10.103-05,
a34be107-abb2-4506-99dc-1b27ab27ce36,https://api.nga.gov/iiif/a34be107-abb2-4506-99dc-1b27ab27ce36,"https://api.nga.gov/iiif/a34be107-abb2-4506-99dc-1b27ab27ce36/full/!200,200/0/default.jpg",primary,0,3013,2935,640.0,2015-07-13 14:21:07-04,2022-05-20 14:41:25-04,173316,,173316,1,artist,artist,41056,500023797.0,"Yampolsky, Mariana",Mariana Yampolsky,Yampolsky,"Mexican, born United States, 1925 - 2002",1,1925.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,173316,1,2015.19.4953,,La Ciega (The Blind Woman),"1964, printed c. 1980s",1964,1964,1951 to 1975,gelatin silver print,"image: 19.37 × 20 cm (7 5/8 × 7 7/8 in.)
sheet: 27.94 × 35.56 cm (11 × 14 in.)","on verso, signed by artist, bottom right in graphite: Mariana Yampolsky; bottom left: La Ciega; by unknown hand, top center: 00; by Corcoran Gallery of Art, lower right: 2003.24.62",,"Yampolsky, Mariana",Mariana Yampolsky,"Joshua P. Smith, Washington, DC; gift to the Corcoran Gallery of Art, Washington, DC, 2003; acquired by NGA, 2015.",Corcoran Collection (Gift of Joshua P. Smith),Photograph,,photograph,,0,CPH,,,,,2020-01-09 22:01:13.25-05,
64b385ad-0abb-4a7b-9ae8-8f47a152b24f,https://api.nga.gov/iiif/64b385ad-0abb-4a7b-9ae8-8f47a152b24f,"https://api.nga.gov/iiif/64b385ad-0abb-4a7b-9ae8-8f47a152b24f/full/!200,200/0/default.jpg",primary,0,3558,4000,,2016-04-11 11:22:31-04,2022-05-19 13:17:53-04,173520,,173520,2,artist,printer,49483,,"Tellez, Eugenio",Eugenio Tellez,Tellez,"Chilean, born 1939",1,1939.0,,1926 to 1950,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile,173520,1,2015.19.3278,,Onde Verte,1965,1965,1965,1951 to 1975,color etching with softground on wove paper,"plate: 58.9 × 50.01 cm (23 3/16 × 19 11/16 in.)
sheet: 82.55 × 68.74 cm (32 1/2 × 27 1/16 in.)",lower left in graphite: Essai de couleur D; lower center in graphite: Onde Verte; lower right in graphite: SWHayter 65; lower right verso in black ink by unknown hand: ML 322,,"Hayter, Stanley William",Stanley William Hayter,"Moses Lasky, San Francisco, California; Lasky Charitable Lead Trust, New York, 2002; Corcoran Gallery of Art, Washington, DC, 2004; acquired 2015 by National Gallery of Art",Corcoran Collection (Gift of the Lasky Charitable Lead Trust),Print,,print,,0,CG-W,,,,,2020-05-06 22:01:32.06-04,
dd65df95-6508-40b5-b349-a05394b4945b,https://api.nga.gov/iiif/dd65df95-6508-40b5-b349-a05394b4945b,"https://api.nga.gov/iiif/dd65df95-6508-40b5-b349-a05394b4945b/full/!200,200/0/default.jpg",primary,0,4000,2877,640.0,2016-04-12 14:17:33-04,2022-05-19 11:40:36-04,174168,,174168,1,artist,artist,41247,500020110.0,"Zúñiga, Francisco",Francisco Zúñiga,Zúñiga,"Mexican, born Costa Rica, 1913 - 1998",1,1913.0,1998.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,174168,1,2015.19.3448,,El Abrazo (The Hug),1957,1957,1957,1951 to 1975,charcoal on wove paper,sheet: 32.39 × 42.55 cm (12 3/4 × 16 3/4 in.),lower right in graphite: Zúñiga 57; center left edge in graphite by unknown hand: #2; upper left verso in graphite by unknown hand: 30 [circled]; upper right verso in black ink by unknown hand: No. 28-A,,"Zúñiga, Francisco",Francisco Zúñiga,"Olga Hirshhorn, Washington, DC; Corcoran Gallery of Art, Washington, DC, 2004; acquired 2015 by the National Gallery of Art",Corcoran Collection (Gift of Olga Hirshhorn),Drawing,,drawing,,0,CG-W,,,,,2020-05-06 22:01:32.06-04,
0546a68a-c828-40b3-98e9-9003eb31614f,https://api.nga.gov/iiif/0546a68a-c828-40b3-98e9-9003eb31614f,"https://api.nga.gov/iiif/0546a68a-c828-40b3-98e9-9003eb31614f/full/!200,200/0/default.jpg",primary,0,10939,7197,640.0,2018-10-30 16:21:38-04,2022-05-25 11:28:54-04,174306,,174306,1,artist,artist,3845,500021586.0,"Cuevas, José Luis",José Luis Cuevas,Cuevas,"Mexican, 1934 - 2017",1,1934.0,2017.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,174306,1,2015.19.3355,,Self-Portrait at Midnight,1969,1969,1969,1951 to 1975,"pen and black ink, wash, and watercolor on Rives wove paper",sheet: 65.88 × 100.97 cm (25 15/16 × 39 3/4 in.),lower right in black ink: Cuevas / 31 - XII - 69; upper left verso in black ink: José Luis Cuevas / Self Portrait / December 31 - 1969; upper left verso in graphite by unknown hand: 62 [circled],,"Cuevas, José Luis",José Luis Cuevas,"Olga Hirshhorn, Washington, DC; Corcoran Gallery of Art, Washington, DC, 2004; acquired 2015 by the National Gallery of Art",Corcoran Collection (Gift of Olga Hirshhorn),Drawing,,drawing,,0,CG-W,,,,Rives,2018-08-25 17:36:13.973-04,
aeb0d69e-c343-422c-ba47-f73a5b83f0ef,https://api.nga.gov/iiif/aeb0d69e-c343-422c-ba47-f73a5b83f0ef,"https://api.nga.gov/iiif/aeb0d69e-c343-422c-ba47-f73a5b83f0ef/full/!200,200/0/default.jpg",primary,0,4000,3095,640.0,2015-09-01 12:11:39-04,2022-05-20 14:49:11-04,175609,,175609,1,artist,artist,41505,500294023.0,"Garduño, Flor",Flor Garduño,Garduño,"Mexican, born 1957",1,1957.0,,1951 to 1975,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,175609,1,2015.19.5220,,"La Mujer, Juchitán, Mexico (The Woman, Juchitán, Mexico)",1987,1987,1987,1976 to 2000,gelatin silver print,"image: 35.5 × 45.72 cm (14 × 18 in.)
sheet: 40.64 × 50.48 cm (16 × 19 7/8 in.)","on verso, signed by artist, lower right in graphite: Flor Garduño / La mujer / México 1987",,"Garduño, Flor",Flor Garduño,"Betsy Karel, Washington, DC; gift to the Corcoran Gallery of Art, Washington, DC, 2010; acquired by NGA, 2015.",Corcoran Collection (Gift of Betsy Karel),Photograph,,photograph,,0,CPH,,,,,2019-07-17 22:01:19.21-04,
7ea115ab-a1c7-4a2b-ad96-67f2eae845c2,https://api.nga.gov/iiif/7ea115ab-a1c7-4a2b-ad96-67f2eae845c2,"https://api.nga.gov/iiif/7ea115ab-a1c7-4a2b-ad96-67f2eae845c2/full/!200,200/0/default.jpg",primary,0,2641,4000,,2015-08-21 13:10:47-04,2022-05-20 14:47:52-04,175610,,175610,1,artist,artist,22253,500118440.0,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,175610,1,2015.19.5222,,"Héroes de la Patria, Cuetzalan, Puebla, México (Heroes of the Fatherland, Cuetzalan, Puebla, Mexico)",1993,1993,1993,1976 to 2000,gelatin silver print,"image: 32.5 × 21.5 cm (12 13/16 × 8 7/16 in.)
sheet: 35 × 27.5 cm (13 3/4 × 10 13/16 in.)","signed by artist, bottom right below image in black ink: Graciela Iturbide; on verso, by Corcoran Gallery of Art, bottom right corner in graphite: 2010.014.026",,"Iturbide, Graciela",Graciela Iturbide,"Betsy Karel, Washington, DC; gift to the Corcoran Gallery of Art, Washington, DC, 2010; acquired by NGA, 2015.",Corcoran Collection (Gift of Betsy Karel),Photograph,,photograph,,0,CPH,,,,,2019-07-16 22:01:22.677-04,
08bcd910-aa9a-4c8c-92ce-5caab654d66f,https://api.nga.gov/iiif/08bcd910-aa9a-4c8c-92ce-5caab654d66f,"https://api.nga.gov/iiif/08bcd910-aa9a-4c8c-92ce-5caab654d66f/full/!200,200/0/default.jpg",primary,0,3431,3407,640.0,2015-09-01 13:52:59-04,2022-05-20 14:49:13-04,175619,,175619,1,artist,artist,41510,500342516.0,"Meinel, Javier Silva",Javier Silva Meinel,Meinel,"Peruvian, born 1949",1,1949.0,,1926 to 1950,Peruvian,Other,individual,Peruvian,0.0001959887633109,PE,South America,Peru,175619,1,2015.19.5227,,"Rostro con Peces, Shipibo Conibo, Pucallpa, Peru (Face with Fish, Shipibo Conibo, Pucallpa, Peru)",1996,1996,1996,1976 to 2000,gelatin silver print,"image: 34.2 × 34.6 cm (13 7/16 × 13 5/8 in.)
sheet: 50.48 × 40.64 cm (19 7/8 × 16 in.)","on verso, signed by artist, bottom right in graphite: Javier Silva Meinel; bottom left: ROSTRO CON PECES, SHIPIBO CONIBO, PUCALLPA PERU 1996; bottom center: 5/20; by unknown hand, top right: 36676-C; by Corcoran Gallery of Art, vertical along bottom right corner: 2010.014.037",,"Meinel, Javier Silva",Javier Silva Meinel,,Corcoran Collection (Gift of Betsy Karel),Photograph,,photograph,,0,CPH,,,,,2019-07-17 22:01:19.21-04,
b4a4bfae-4961-44dd-8bd4-73531534f230,https://api.nga.gov/iiif/b4a4bfae-4961-44dd-8bd4-73531534f230,"https://api.nga.gov/iiif/b4a4bfae-4961-44dd-8bd4-73531534f230/full/!200,200/0/default.jpg",primary,0,4000,3000,640.0,2015-07-16 13:37:14-04,2022-05-20 14:41:46-04,175632,,175632,1,artist,artist,41056,500023797.0,"Yampolsky, Mariana",Mariana Yampolsky,Yampolsky,"Mexican, born United States, 1925 - 2002",1,1925.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico,175632,1,2016.117.285,,Caricia (Caress),1989,1989,1989,1976 to 2000,gelatin silver print,"image: 24 × 32 cm (9 7/16 × 12 5/8 in.)
sheet: 27.94 × 35.56 cm (11 × 14 in.)","on verso, signed by artist, bottom right corner in graphite: Mariana Yampolsky; bottom left corner: Caricia Caress 1989; by unknown hand, bottom center: 031-BF-PD; by Corcoran Gallery of Art, vertical along bottom right edge: 2010.014.073",,"Yampolsky, Mariana",Mariana Yampolsky,"Betsy Karel, Washington, DC; gift to the Corcoran Gallery of Art, Washington, DC, 2010; acquired by NGA, 2016.",Corcoran Collection (Gift of Betsy Karel),Photograph,,photograph,,0,CPH,,,,,2019-07-16 22:01:22.677-04,
