,Unnamed: 0,objectid,displayorder,roletype,role,constituentid,ulanid,preferreddisplayname,forwarddisplayname,lastname,displaydate,artistofngaobject,beginyear,endyear,visualbrowsertimespan,nationality,visualbrowsernationality,constituenttype,Demonym,Percent_in_NGA,Country,Continent,Country Name
226,226,150706,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
227,227,150713,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
228,228,150714,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
229,229,150715,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
230,230,150704,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
231,231,58845,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
232,232,58848,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
233,233,58857,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
234,234,169094,1,artist,artist,38855,500127966.0,"Garaicoa, Carlos",Carlos Garaicoa,Garaicoa,"Cuban, born 1967",1,1967.0,,1951 to 1975,Cuban,Other,individual,Cuban,0.0003919775266218,CU,North America,Cuba
235,235,173039,1,artist,artist,40991,500066376.0,"Gerchman, Rubens",Rubens Gerchman,Gerchman,"Brazilian,  1942 - 2008",1,1942.0,2008.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
236,236,194318,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
237,237,194338,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
238,238,196160,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
239,239,197749,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
240,240,197750,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
241,241,197752,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
242,242,199322,1,artist,artist,46354,,"Rizzi, Maria Teresa",Maria Teresa Rizzi,Rizzi,"Argentinean, born 1957",1,1957.0,,1951 to 1975,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
243,243,216620,1,artist,artist,49585,,"Reynoso, Antonio",Antonio Reynoso,Reynoso,"Mexican, 1919 - 1996",1,1919.0,1996.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
244,244,222830,1,artist,artist,51620,500332855.0,"Cinto, Sandra",Sandra Cinto,Cinto,"Brazilian, born 1968",1,1968.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
245,245,222831,1,artist,artist,51620,500332855.0,"Cinto, Sandra",Sandra Cinto,Cinto,"Brazilian, born 1968",1,1968.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
246,246,48921,1,artist,artist,5101,500335123.0,"Nieto, Rodolfo",Rodolfo Nieto,Nieto,"Mexican, 1936 - 1985",1,1936.0,1985.0,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
247,247,71794,1,artist,artist,1831,500025126.0,"Rivera, Diego",Diego Rivera,Rivera,"Mexican, 1886 - 1957",1,1886.0,1957.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
248,248,121051,1,artist,painter,1831,500025126.0,"Rivera, Diego",Diego Rivera,Rivera,"Mexican, 1886 - 1957",1,1886.0,1957.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
249,249,121052,1,artist,painter,1831,500025126.0,"Rivera, Diego",Diego Rivera,Rivera,"Mexican, 1886 - 1957",1,1886.0,1957.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
250,250,9180,1,artist,artist,3740,500078548.0,"Chavez Morado, José",José Chavez Morado,Chavez Morado,"Mexican, born 1909",1,1909.0,2009.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
251,251,145431,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
252,252,150708,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
253,253,150711,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
254,254,150716,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
255,255,150703,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
256,256,58852,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
257,257,58854,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
258,258,58856,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
259,259,163302,1,artist,artist,38076,500111185.0,"Oiticica, Hélio",Hélio Oiticica,Oiticica,"Brazilian, 1937 - 1980",1,1937.0,1980.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
260,260,169092,1,artist,artist,38855,500127966.0,"Garaicoa, Carlos",Carlos Garaicoa,Garaicoa,"Cuban, born 1967",1,1967.0,,1951 to 1975,Cuban,Other,individual,Cuban,0.0003919775266218,CU,North America,Cuba
261,261,175619,1,artist,artist,41510,500342516.0,"Meinel, Javier Silva",Javier Silva Meinel,Meinel,"Peruvian, born 1949",1,1949.0,,1926 to 1950,Peruvian,Other,individual,Peruvian,0.0001959887633109,PE,South America,Peru
262,262,194319,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
263,263,196159,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
264,264,196188,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
265,265,197747,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
266,266,197751,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
267,267,197753,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
268,268,222850,1,artist,sculptor,38855,500127966.0,"Garaicoa, Carlos",Carlos Garaicoa,Garaicoa,"Cuban, born 1967",1,1967.0,,1951 to 1975,Cuban,Other,individual,Cuban,0.0003919775266218,CU,North America,Cuba
269,269,224191,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
270,270,92294,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
271,271,70423,1,artist,artist,47414,,Peruvian 19th Century,Peruvian 19th Century,Peruvian 19th Century,,1,1800.0,1899.0,1776 to 1800,Peruvian,Other,anonymous,Peruvian,0.0001959887633109,PE,South America,Peru
272,272,37447,1,artist,artist,3044,,"Sica, Armando",Armando Sica,Sica,"Argentinean, born 1917",1,1917.0,2017.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
273,273,136777,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
274,274,150710,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
275,275,58844,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
276,276,58846,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
277,277,58847,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
278,278,58851,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
279,279,58855,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
280,280,63999,1,artist,artist,5820,500330827.0,"Sepulveda, Artemio",Artemio Sepulveda,Sepulveda,"Mexican, born 1935",1,1935.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
281,281,184467,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
282,282,196158,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
283,283,199318,1,artist,artist,46354,,"Rizzi, Maria Teresa",Maria Teresa Rizzi,Rizzi,"Argentinean, born 1957",1,1957.0,,1951 to 1975,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
284,284,222827,1,artist,artist,51620,500332855.0,"Cinto, Sandra",Sandra Cinto,Cinto,"Brazilian, born 1968",1,1968.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
285,285,222828,1,artist,artist,51620,500332855.0,"Cinto, Sandra",Sandra Cinto,Cinto,"Brazilian, born 1968",1,1968.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
286,286,222829,1,artist,artist,51620,500332855.0,"Cinto, Sandra",Sandra Cinto,Cinto,"Brazilian, born 1968",1,1968.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
287,287,70294,1,artist,artist,6587,500117956.0,"Presas, Leopoldo",Leopoldo Presas,Presas,"Argentinean, born 1915",1,1915.0,2015.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
288,288,70295,1,artist,artist,6587,500117956.0,"Presas, Leopoldo",Leopoldo Presas,Presas,"Argentinean, born 1915",1,1915.0,2015.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
289,289,48893,1,artist,artist,3687,500035542.0,"Cardenas, Agustin",Agustin Cardenas,Cardenas,"Cuban, born 1927",1,1927.0,,1926 to 1950,Cuban,Other,individual,Cuban,0.0003919775266218,CU,North America,Cuba
290,290,57135,1,artist,artist,1831,500025126.0,"Rivera, Diego",Diego Rivera,Rivera,"Mexican, 1886 - 1957",1,1886.0,1957.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
291,291,134860,1,artist,artist,24756,500037196.0,"Chambi, Martin",Martin Chambi,Chambi,"Peruvian, 1891 - 1973",1,1891.0,1973.0,1876 to 1900,Peruvian,Other,individual,Peruvian,0.0001959887633109,PE,South America,Peru
292,292,150707,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
293,293,150709,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
294,294,150712,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
295,295,150705,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
296,296,153112,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
297,297,58849,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
298,298,58850,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
299,299,58853,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
300,300,58858,1,artist,artist,5141,500469327.0,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920.0,2001.0,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
301,301,163517,1,artist,artist,38161,500336512.0,"Alfonzo, Carlos",Carlos Alfonzo,Alfonzo,"Cuban, 1950 - 1991",1,1950.0,1991.0,1926 to 1950,Cuban,Other,individual,Cuban,0.0003919775266218,CU,North America,Cuba
302,302,57797,1,artist,artist,3507,500015512.0,"Berni, Antonio",Antonio Berni,Berni,"Argentinean, 1905 - 1981",1,1905.0,1981.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
303,303,57798,1,artist,artist,3507,500015512.0,"Berni, Antonio",Antonio Berni,Berni,"Argentinean, 1905 - 1981",1,1905.0,1981.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
304,304,196189,1,artist,artist,16466,500028115.0,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902.0,2002.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
305,305,199315,1,artist,artist,46354,,"Rizzi, Maria Teresa",Maria Teresa Rizzi,Rizzi,"Argentinean, born 1957",1,1957.0,,1951 to 1975,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
306,306,199324,1,artist,artist,46354,,"Rizzi, Maria Teresa",Maria Teresa Rizzi,Rizzi,"Argentinean, born 1957",1,1957.0,,1951 to 1975,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
307,307,221012,1,artist,artist,49585,,"Reynoso, Antonio",Antonio Reynoso,Reynoso,"Mexican, 1919 - 1996",1,1919.0,1996.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
308,308,222832,1,artist,artist,51620,500332855.0,"Cinto, Sandra",Sandra Cinto,Cinto,"Brazilian, born 1968",1,1968.0,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
309,309,222852,1,artist,artist,38855,500127966.0,"Garaicoa, Carlos",Carlos Garaicoa,Garaicoa,"Cuban, born 1967",1,1967.0,,1951 to 1975,Cuban,Other,individual,Cuban,0.0003919775266218,CU,North America,Cuba
310,310,212110,1,artist,artist,40991,500066376.0,"Gerchman, Rubens",Rubens Gerchman,Gerchman,"Brazilian,  1942 - 2008",1,1942.0,2008.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
311,311,212111,1,artist,artist,40991,500066376.0,"Gerchman, Rubens",Rubens Gerchman,Gerchman,"Brazilian,  1942 - 2008",1,1942.0,2008.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
312,312,212112,1,artist,artist,40991,500066376.0,"Gerchman, Rubens",Rubens Gerchman,Gerchman,"Brazilian,  1942 - 2008",1,1942.0,2008.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
313,313,70288,1,artist,artist,6582,500117887.0,"Hlito, Alfredo",Alfredo Hlito,Hlito,"Argentinean, 1923 - 1993",1,1923.0,1993.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
314,314,111094,3,artist,printer,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
315,315,111095,3,artist,printer,24695,500371891.0,"De Lamonica, Roberto",Roberto De Lamonica,De Lamonica,"Brazilian, 1933 - 1995",1,1933.0,1995.0,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
316,316,61461,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
317,317,61464,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
318,318,61466,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
319,319,61469,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
320,320,61470,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
321,321,61472,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
322,322,61482,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
323,323,61489,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
324,324,61492,1,artist,artist,2861,500118427.0,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933.0,2020.0,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
325,325,126502,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
326,326,126504,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
327,327,133865,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
328,328,133869,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
329,329,133877,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
330,330,133880,1,artist,artist,28727,500472229.0,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980.0,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
331,331,143116,2,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
332,332,143118,2,artist,artist,24999,500005528.0,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
333,333,145426,1,artist,artist,26394,500356627.0,"Bonomi, Maria",Maria Bonomi,Bonomi,"Brazilian, born 1935",1,1935.0,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
334,334,55604,1,artist,artist,1864,500118070.0,"Scliar, Carlos",Carlos Scliar,Scliar,"Brazilian, born 1920",1,1920.0,,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
