,Unnamed: 0,objectid,displayorder,roletype,role,constituentid,ulanid,preferreddisplayname,forwarddisplayname,lastname,displaydate,artistofngaobject,beginyear,endyear,visualbrowsertimespan,nationality,visualbrowsernationality,constituenttype,Demonym,Percent_in_NGA,Country,Continent,Country Name
447,447,135412,3,artist,artist,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
448,448,45866,2,owner,previous owner,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
449,449,146252,1,artist,artist,3453,500080572.0,"Zanartú, Enrique Antunez",Enrique Antunez Zanartú,Zanartú,"Chilean, 1921 - 2000",1,1921.0,2000.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
450,450,152826,1,artist,artist,5265,500032573.0,"Posada, José Guadalupe",José Guadalupe Posada,Posada,"Mexican, 1851 - 1913",1,1851.0,1913.0,1851 to 1875,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
451,451,152827,1,artist,artist,5265,500032573.0,"Posada, José Guadalupe",José Guadalupe Posada,Posada,"Mexican, 1851 - 1913",1,1851.0,1913.0,1851 to 1875,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
452,452,153116,2,artist,printer,35252,,Taller de Grafica Popular,Taller de Grafica Popular,,"Mexican, founded 1937",1,1937.0,,1926 to 1950,Mexican,Mexican,corporate,Mexican,0.0024171947475011,MX,North America,Mexico
453,453,30309,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
454,454,4551,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899.0,1972.0,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
455,455,4556,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899.0,1972.0,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
456,456,163508,1,artist,artist,5265,500032573.0,"Posada, José Guadalupe",José Guadalupe Posada,Posada,"Mexican, 1851 - 1913",1,1851.0,1913.0,1851 to 1875,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
457,457,173520,2,artist,printer,49483,,"Tellez, Eugenio",Eugenio Tellez,Tellez,"Chilean, born 1939",1,1939.0,,1926 to 1950,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
458,458,184671,1,artist,artist,40239,500061635.0,"Anguiano, Raúl",Raúl Anguiano,Anguiano,"Mexican, 1915 - 2006",1,1915.0,2006.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
459,459,33512,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
460,460,33513,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
461,461,51135,1,owner,previous owner,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
462,462,33520,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
463,463,201187,1,artist,artist,16975,500004593.0,"Merida, Carlos",Carlos Merida,Merida,"Guatemalan, 1891 - 1984",1,1891.0,1984.0,1876 to 1900,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
464,464,219519,1,artist,painter,50468,500578105.0,"Aróstegui, Alejandro",Alejandro Aróstegui,Aróstegui,"Nicaraguan, born 1935",1,1935.0,,1926 to 1950,Nicaraguan,Other,individual,Nicaraguan,6.53295877703e-05,NI,North America,Nicaragua
465,465,221013,1,artist,artist,38881,,"Horna, Kati",Kati Horna,Horna,"Mexican, born Austria-Hungary, 1912 - 2000",1,1912.0,2000.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
466,466,70296,1,artist,artist,6588,,"Sanchez, Ideal",Ideal Sanchez,Sanchez,"Argentinean, 1916 - 1998",1,1916.0,1998.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
467,467,70299,1,artist,artist,6585,500117955.0,"Aguero, Leopoldo Torres",Leopoldo Torres Aguero,Aguero,"Argentinean, 1924 - 1996",1,1924.0,1996.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
468,468,3642,1,artist,artist,2894,500202173.0,"Amero, Emilio",Emilio Amero,Amero,"Mexican, 1901 - 1976",1,1901.0,1976.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
469,469,11853,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899.0,1972.0,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
470,470,48918,1,artist,artist,4205,500118501.0,"Gironella, Alberto",Alberto Gironella,Gironella,"Mexican, born 1929",1,1929.0,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
471,471,119789,2,artist,printer,35252,,Taller de Grafica Popular,Taller de Grafica Popular,,"Mexican, founded 1937",1,1937.0,,1926 to 1950,Mexican,Mexican,corporate,Mexican,0.0024171947475011,MX,North America,Mexico
472,472,125899,3,artist,author,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
473,473,134810,3,artist,artist,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
474,474,137583,1,artist,artist,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
475,475,54129,4,owner,previous owner,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
476,476,152829,1,artist,artist,5265,500032573.0,"Posada, José Guadalupe",José Guadalupe Posada,Posada,"Mexican, 1851 - 1913",1,1851.0,1913.0,1851 to 1875,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
477,477,4552,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899.0,1972.0,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
478,478,4558,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899.0,1972.0,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
479,479,169871,1,artist,artist,25864,,"Delhez, Victor",Victor Delhez,Delhez,"Argentinean, born Belgium, 1902 - 1985",1,1902.0,1985.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
480,480,181849,1,artist,artist,25864,,"Delhez, Victor",Victor Delhez,Delhez,"Argentinean, born Belgium, 1902 - 1985",1,1902.0,1985.0,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
481,481,184007,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
482,482,33515,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
483,483,33519,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
484,484,41845,1,artist,artist,3679,500118518.0,"Cantú, Federico",Federico Cantú,Cantú,"Mexican, 1908 - 1989",1,1908.0,1989.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
485,485,201188,1,artist,artist,16975,500004593.0,"Merida, Carlos",Carlos Merida,Merida,"Guatemalan, 1891 - 1984",1,1891.0,1984.0,1876 to 1900,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
486,486,201240,3,artist,artist,46691,500120217.0,"Camnitzer, Luis",Luis Camnitzer,Camnitzer,"Uruguayan, born Germany, 1937",1,1937.0,,1926 to 1950,Uruguayan,Other,individual,Uruguayan,0.0001306591755406,UY,South America,Uruguay
487,487,216535,1,artist,artist,35145,500117883.0,"Kuitca, Guillermo",Guillermo Kuitca,Kuitca,"Argentinean, born 1961",1,1961.0,,1951 to 1975,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
488,488,218532,1,artist,artist,50060,,"Lovera, Héctor Rondón",Héctor Rondón Lovera,Lovera,"Venezuelan, 1933 - 1984",1,1933.0,1984.0,1926 to 1950,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
489,489,70284,1,artist,artist,6580,500117890.0,"Fernández-Muro, José Antonio",José Antonio Fernández-Muro,Fernández-Muro,"Argentinean, born 1920",1,1920.0,,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
490,490,135409,5,artist,illustrator,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
491,491,45867,3,owner,previous owner,9371,500031425.0,"de Zayas, Marius",Marius de Zayas,de Zayas,"Mexican, 1880 - 1961",1,1880.0,1961.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
492,492,46741,1,artist,artist,2911,500082877.0,"Antunez, Nemesio",Nemesio Antunez,Antunez,"Chilean, 1918 - 1993",1,1918.0,1993.0,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
493,493,30273,1,artist,artist,5136,500012316.0,"Orozco, José Clemente",José Clemente Orozco,Orozco,"Mexican, 1883 - 1949",1,1883.0,1949.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
494,494,154008,1,artist,artist,5136,500012316.0,"Orozco, José Clemente",José Clemente Orozco,Orozco,"Mexican, 1883 - 1949",1,1883.0,1949.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
495,495,4553,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899.0,1972.0,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
496,496,4557,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899.0,1972.0,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
497,497,184006,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
498,498,33517,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
499,499,33518,1,artist,artist,3452,500065904.0,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908.0,2003.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
500,500,30639,1,artist,artist,5136,500012316.0,"Orozco, José Clemente",José Clemente Orozco,Orozco,"Mexican, 1883 - 1949",1,1883.0,1949.0,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
501,501,201186,1,artist,artist,16975,500004593.0,"Merida, Carlos",Carlos Merida,Merida,"Guatemalan, 1891 - 1984",1,1891.0,1984.0,1876 to 1900,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
502,502,217263,1,artist,artist,38881,,"Horna, Kati",Kati Horna,Horna,"Mexican, born Austria-Hungary, 1912 - 2000",1,1912.0,2000.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
503,503,221005,1,artist,artist,38881,,"Horna, Kati",Kati Horna,Horna,"Mexican, born Austria-Hungary, 1912 - 2000",1,1912.0,2000.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
504,504,221516,1,artist,artist,46691,500120217.0,"Camnitzer, Luis",Luis Camnitzer,Camnitzer,"Uruguayan, born Germany, 1937",1,1937.0,,1926 to 1950,Uruguayan,Other,individual,Uruguayan,0.0001306591755406,UY,South America,Uruguay
505,505,223250,1,artist,artist,38881,,"Horna, Kati",Kati Horna,Horna,"Mexican, born Austria-Hungary, 1912 - 2000",1,1912.0,2000.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
506,506,210341,1,artist,artist,38881,,"Horna, Kati",Kati Horna,Horna,"Mexican, born Austria-Hungary, 1912 - 2000",1,1912.0,2000.0,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
