uuid,iiifurl,iiifthumburl,viewtype,sequence,width,height,maxpixels,assistivetext,depictstmsobjectid,objectid,constituentid,roletype,role,displaydate_artMade,beginyear_artMade,endyear_artMade,country_artMade,zipcode_artMade,ulanid,forwarddisplayname,artistofngaobject,beginyear,endyear,nationality,constituenttype,demonym,pct_country_NGA,artists_countryCode,artists_continent,artists_country
5ed9f115-3f5a-4577-aa2c-94700bf56110,https://api.nga.gov/iiif/5ed9f115-3f5a-4577-aa2c-94700bf56110,"https://api.nga.gov/iiif/5ed9f115-3f5a-4577-aa2c-94700bf56110/full/!200,200/0/default.jpg",primary,0,2922,4000,640,NULL,201186,201186,16975,artist,artist,"Guatemalan, 1891 - 1984",1891,1984,NULL,NULL,500004593,"Carlos Merida",1,1891,1984,Guatemalan,individual,Guatemalan,0,GT,NoAm,Guatemala
61224ffe-a126-4b41-a9ed-f49eb58c2bf2,https://api.nga.gov/iiif/61224ffe-a126-4b41-a9ed-f49eb58c2bf2,"https://api.nga.gov/iiif/61224ffe-a126-4b41-a9ed-f49eb58c2bf2/full/!200,200/0/default.jpg",primary,0,3542,3527,640,NULL,61991,61991,5918,artist,artist,"Venezuelan, 1912 - 1994",1912,1994,NULL,NULL,500117602,Gego,1,1912,1994,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
61962d8c-ed89-4877-98f4-9e8fdebe6f81,https://api.nga.gov/iiif/61962d8c-ed89-4877-98f4-9e8fdebe6f81,"https://api.nga.gov/iiif/61962d8c-ed89-4877-98f4-9e8fdebe6f81/full/!200,200/0/default.jpg",primary,0,4000,3234,640,NULL,30709,30709,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
62b79e75-71a3-4d5c-83c6-44ed3d64d72b,https://api.nga.gov/iiif/62b79e75-71a3-4d5c-83c6-44ed3d64d72b,"https://api.nga.gov/iiif/62b79e75-71a3-4d5c-83c6-44ed3d64d72b/full/!200,200/0/default.jpg",primary,0,3294,4000,640,NULL,64163,64163,1918,artist,artist,"Mexican, 1899 - 1991",1899,1991,NULL,NULL,500024331,"Rufino Tamayo",1,1899,1991,Mexican,individual,Mexican,0,MX,NoAm,Mexico
62f1b627-d4b0-4ad0-9e71-1cf998274d67,https://api.nga.gov/iiif/62f1b627-d4b0-4ad0-9e71-1cf998274d67,"https://api.nga.gov/iiif/62f1b627-d4b0-4ad0-9e71-1cf998274d67/full/!200,200/0/default.jpg",primary,0,4000,2484,640,NULL,133880,133880,28727,artist,artist,"Mexican, born 1980",1980,NULL,NULL,NULL,500472229,"Miguel Cervantes",1,1980,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
6332d518-b57e-45ad-8a63-ec89a7fd5190,https://api.nga.gov/iiif/6332d518-b57e-45ad-8a63-ec89a7fd5190,"https://api.nga.gov/iiif/6332d518-b57e-45ad-8a63-ec89a7fd5190/full/!200,200/0/default.jpg",primary,0,3233,4000,640,NULL,30710,30710,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
6423d549-6ba5-4d31-8c4f-7e1d3d7124ae,https://api.nga.gov/iiif/6423d549-6ba5-4d31-8c4f-7e1d3d7124ae,"https://api.nga.gov/iiif/6423d549-6ba5-4d31-8c4f-7e1d3d7124ae/full/!200,200/0/default.jpg",primary,0,2493,3284,640,NULL,33363,33363,3820,artist,artist,"Mexican, born 1913",1913,2013,NULL,NULL,500118509,"Olga Costa",1,1913,2013,Mexican,individual,Mexican,0,MX,NoAm,Mexico
642fc736-556b-4898-8cdf-14c617d85c3f,https://api.nga.gov/iiif/642fc736-556b-4898-8cdf-14c617d85c3f,"https://api.nga.gov/iiif/642fc736-556b-4898-8cdf-14c617d85c3f/full/!200,200/0/default.jpg",primary,0,3505,4000,NULL,NULL,195672,195672,5449,artist,printer,"Argentinean, born 1936",1936,NULL,NULL,NULL,NULL,"Hector Saunier",1,1936,NULL,Argentinean,individual,Argentinean,0,AR,SA,Argentina
64b385ad-0abb-4a7b-9ae8-8f47a152b24f,https://api.nga.gov/iiif/64b385ad-0abb-4a7b-9ae8-8f47a152b24f,"https://api.nga.gov/iiif/64b385ad-0abb-4a7b-9ae8-8f47a152b24f/full/!200,200/0/default.jpg",primary,0,3558,4000,NULL,NULL,173520,173520,49483,artist,printer,"Chilean, born 1939",1939,NULL,NULL,NULL,NULL,"Eugenio Tellez",1,1939,NULL,Chilean,individual,Chilean,0,CL,SA,Chile
67023390-6415-4cdf-b928-1d9ab5193ac9,https://api.nga.gov/iiif/67023390-6415-4cdf-b928-1d9ab5193ac9,"https://api.nga.gov/iiif/67023390-6415-4cdf-b928-1d9ab5193ac9/full/!200,200/0/default.jpg",primary,0,5930,7402,640,NULL,126501,126501,24991,artist,artist,"Brazilian, born 1941",1941,NULL,NULL,NULL,NULL,"Abraao Batista",1,1941,NULL,Brazilian,individual,Brazilian,0,BR,SA,Brazil
676a8a89-6d2b-4522-836b-e5d049f9adaf,https://api.nga.gov/iiif/676a8a89-6d2b-4522-836b-e5d049f9adaf,"https://api.nga.gov/iiif/676a8a89-6d2b-4522-836b-e5d049f9adaf/full/!200,200/0/default.jpg",primary,0,2583,4000,640,NULL,11852,11852,3489,artist,artist,"Argentinean, 1899-1972",1899,1972,NULL,NULL,NULL,"Adolfo Bellocq",1,1899,1972,Argentinean,individual,Argentinean,0,AR,SA,Argentina
68235bfe-8482-47b8-b5fa-a05a0113e11f,https://api.nga.gov/iiif/68235bfe-8482-47b8-b5fa-a05a0113e11f,"https://api.nga.gov/iiif/68235bfe-8482-47b8-b5fa-a05a0113e11f/full/!200,200/0/default.jpg",primary,0,4000,3217,640,NULL,184006,184006,3452,artist,artist,"Mexican, 1908 - 2003",1908,2003,NULL,NULL,500065904,"Alfredo Zalce",1,1908,2003,Mexican,individual,Mexican,0,MX,NoAm,Mexico
686c3294-86da-43c4-b3d7-711cf02dd2f8,https://api.nga.gov/iiif/686c3294-86da-43c4-b3d7-711cf02dd2f8,"https://api.nga.gov/iiif/686c3294-86da-43c4-b3d7-711cf02dd2f8/full/!200,200/0/default.jpg",primary,0,3100,4000,640,NULL,61472,61472,2861,artist,artist,"Guatemalan, 1933 - 2020",1933,2020,NULL,NULL,500118427,"Rodolfo Abularach",1,1933,2020,Guatemalan,individual,Guatemalan,0,GT,NoAm,Guatemala
68b28110-8c57-4d3e-84a2-2b862af9ac05,https://api.nga.gov/iiif/68b28110-8c57-4d3e-84a2-2b862af9ac05,"https://api.nga.gov/iiif/68b28110-8c57-4d3e-84a2-2b862af9ac05/full/!200,200/0/default.jpg",primary,0,7884,10547,640,NULL,219357,219357,50386,artist,artist,"Brazilian, 1929 - 2018",1929,2018,NULL,NULL,NULL,"Dulce Carneiro",1,1929,2018,Brazilian,individual,Brazilian,0,BR,SA,Brazil
68f35bcf-49f6-4050-b9b2-9156b230b6a1,https://api.nga.gov/iiif/68f35bcf-49f6-4050-b9b2-9156b230b6a1,"https://api.nga.gov/iiif/68f35bcf-49f6-4050-b9b2-9156b230b6a1/full/!200,200/0/default.jpg",primary,0,3533,3614,640,NULL,61468,61468,2861,artist,artist,"Guatemalan, 1933 - 2020",1933,2020,NULL,NULL,500118427,"Rodolfo Abularach",1,1933,2020,Guatemalan,individual,Guatemalan,0,GT,NoAm,Guatemala
696e129c-696a-4c67-8e19-0f0997de4267,https://api.nga.gov/iiif/696e129c-696a-4c67-8e19-0f0997de4267,"https://api.nga.gov/iiif/696e129c-696a-4c67-8e19-0f0997de4267/full/!200,200/0/default.jpg",primary,0,2779,4000,NULL,NULL,70423,70423,47414,artist,artist,NULL,1800,1899,NULL,NULL,NULL,"Peruvian 19th Century",1,1800,1899,Peruvian,anonymous,Peruvian,0,PE,SA,Peru
6bd20bc7-62d5-4ed2-a523-d8d6650cf612,https://api.nga.gov/iiif/6bd20bc7-62d5-4ed2-a523-d8d6650cf612,"https://api.nga.gov/iiif/6bd20bc7-62d5-4ed2-a523-d8d6650cf612/full/!200,200/0/default.jpg",primary,0,3602,3697,640,NULL,61484,61484,2861,artist,artist,"Guatemalan, 1933 - 2020",1933,2020,NULL,NULL,500118427,"Rodolfo Abularach",1,1933,2020,Guatemalan,individual,Guatemalan,0,GT,NoAm,Guatemala
6c42fc10-c024-4c71-9cbb-61b008cd16d3,https://api.nga.gov/iiif/6c42fc10-c024-4c71-9cbb-61b008cd16d3,"https://api.nga.gov/iiif/6c42fc10-c024-4c71-9cbb-61b008cd16d3/full/!200,200/0/default.jpg",primary,0,15619,6680,640,NULL,169092,169092,38855,artist,artist,"Cuban, born 1967",1967,NULL,NULL,NULL,500127966,"Carlos Garaicoa",1,1967,NULL,Cuban,individual,Cuban,0,CU,NoAm,Cuba
6ce2f494-6ec3-4583-9f81-9706df4b6136,https://api.nga.gov/iiif/6ce2f494-6ec3-4583-9f81-9706df4b6136,"https://api.nga.gov/iiif/6ce2f494-6ec3-4583-9f81-9706df4b6136/full/!200,200/0/default.jpg",primary,0,4000,3120,640,NULL,48411,48411,1707,artist,artist,"Chilean, 1911 - 2002",1911,2002,NULL,NULL,500057123,Matta,1,1911,2002,Chilean,individual,Chilean,0,CL,SA,Chile
6db5b0c8-76c8-477f-9357-08fbff3fb779,https://api.nga.gov/iiif/6db5b0c8-76c8-477f-9357-08fbff3fb779,"https://api.nga.gov/iiif/6db5b0c8-76c8-477f-9357-08fbff3fb779/full/!200,200/0/default.jpg",alternate,3,7122,7367,640,NULL,127530,127530,27441,artist,sculptor,"Venezuelan, 1923 - 2005",1923,2005,NULL,NULL,500027187,"Jesús Rafael Soto",1,1923,2005,Venezuelan,individual,Venezuelan,0,VE,SA,"Venezuela, Bolivarian Republic of"
6e4bb295-39a8-4e64-a443-5c3b3dd4dfd7,https://api.nga.gov/iiif/6e4bb295-39a8-4e64-a443-5c3b3dd4dfd7,"https://api.nga.gov/iiif/6e4bb295-39a8-4e64-a443-5c3b3dd4dfd7/full/!200,200/0/default.jpg",primary,0,4000,2140,640,NULL,4557,4557,3489,artist,artist,"Argentinean, 1899-1972",1899,1972,NULL,NULL,NULL,"Adolfo Bellocq",1,1899,1972,Argentinean,individual,Argentinean,0,AR,SA,Argentina
6ec0cad1-bbd8-4ac6-b28b-c8ca437b23b9,https://api.nga.gov/iiif/6ec0cad1-bbd8-4ac6-b28b-c8ca437b23b9,"https://api.nga.gov/iiif/6ec0cad1-bbd8-4ac6-b28b-c8ca437b23b9/full/!200,200/0/default.jpg",primary,0,3986,3556,640,NULL,33518,33518,3452,artist,artist,"Mexican, 1908 - 2003",1908,2003,NULL,NULL,500065904,"Alfredo Zalce",1,1908,2003,Mexican,individual,Mexican,0,MX,NoAm,Mexico
702ff031-ba28-4def-a519-1ab593ce288c,https://api.nga.gov/iiif/702ff031-ba28-4def-a519-1ab593ce288c,"https://api.nga.gov/iiif/702ff031-ba28-4def-a519-1ab593ce288c/full/!200,200/0/default.jpg",primary,0,3908,4845,640,NULL,143191,143191,35252,artist,publisher,"Mexican, founded 1937",1937,NULL,NULL,NULL,NULL,"Taller de Grafica Popular",1,1937,NULL,Mexican,corporate,Mexican,0,MX,NoAm,Mexico
704a0b8a-7945-475c-9123-752396ef36f5,https://api.nga.gov/iiif/704a0b8a-7945-475c-9123-752396ef36f5,"https://api.nga.gov/iiif/704a0b8a-7945-475c-9123-752396ef36f5/full/!200,200/0/default.jpg",primary,0,3171,4000,640,NULL,184467,184467,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
71164ebd-ee46-4ac7-95ee-be6693a6d16b,https://api.nga.gov/iiif/71164ebd-ee46-4ac7-95ee-be6693a6d16b,"https://api.nga.gov/iiif/71164ebd-ee46-4ac7-95ee-be6693a6d16b/full/!200,200/0/default.jpg",primary,0,2520,4000,640,NULL,4551,4551,3489,artist,artist,"Argentinean, 1899-1972",1899,1972,NULL,NULL,NULL,"Adolfo Bellocq",1,1899,1972,Argentinean,individual,Argentinean,0,AR,SA,Argentina
71552c80-7f87-4c86-9fcb-9ebac28dde80,https://api.nga.gov/iiif/71552c80-7f87-4c86-9fcb-9ebac28dde80,"https://api.nga.gov/iiif/71552c80-7f87-4c86-9fcb-9ebac28dde80/full/!200,200/0/default.jpg",primary,0,2898,4000,640,NULL,74838,74838,6962,artist,artist,"Argentinean, born 1911",1911,2011,NULL,NULL,NULL,"Raul Lozza",1,1911,2011,Argentinean,individual,Argentinean,0,AR,SA,Argentina
72ba7ff3-2b02-4d41-b6ca-0b3e9836ad04,https://api.nga.gov/iiif/72ba7ff3-2b02-4d41-b6ca-0b3e9836ad04,"https://api.nga.gov/iiif/72ba7ff3-2b02-4d41-b6ca-0b3e9836ad04/full/!200,200/0/default.jpg",primary,0,4000,2829,640,NULL,33519,33519,3452,artist,artist,"Mexican, 1908 - 2003",1908,2003,NULL,NULL,500065904,"Alfredo Zalce",1,1908,2003,Mexican,individual,Mexican,0,MX,NoAm,Mexico
737c5998-b6c1-45f8-85bf-42d099728393,https://api.nga.gov/iiif/737c5998-b6c1-45f8-85bf-42d099728393,"https://api.nga.gov/iiif/737c5998-b6c1-45f8-85bf-42d099728393/full/!200,200/0/default.jpg",primary,0,4000,3116,640,NULL,194338,194338,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
741bcfaa-6823-4ea7-9454-9bd8ff527807,https://api.nga.gov/iiif/741bcfaa-6823-4ea7-9454-9bd8ff527807,"https://api.nga.gov/iiif/741bcfaa-6823-4ea7-9454-9bd8ff527807/full/!200,200/0/default.jpg",primary,0,4000,3202,640,NULL,30247,30247,3597,artist,artist,"Mexican, 1911 - 2005",1911,2005,NULL,NULL,NULL,"Ángel Bracho",1,1911,2005,Mexican,individual,Mexican,0,MX,NoAm,Mexico
7438e40f-fc27-4bb9-98d3-5de2446b3d25,https://api.nga.gov/iiif/7438e40f-fc27-4bb9-98d3-5de2446b3d25,"https://api.nga.gov/iiif/7438e40f-fc27-4bb9-98d3-5de2446b3d25/full/!200,200/0/default.jpg",primary,0,3407,4000,640,NULL,183894,183894,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
76e2d1d7-efe9-442c-beed-4a2d0582b109,https://api.nga.gov/iiif/76e2d1d7-efe9-442c-beed-4a2d0582b109,"https://api.nga.gov/iiif/76e2d1d7-efe9-442c-beed-4a2d0582b109/full/!200,200/0/default.jpg",primary,0,3150,4000,640,NULL,154008,154008,5136,artist,artist,"Mexican, 1883 - 1949",1883,1949,NULL,NULL,500012316,"José Clemente Orozco",1,1883,1949,Mexican,individual,Mexican,0,MX,NoAm,Mexico
7809cc5f-5883-4daa-9d4b-a74780121920,https://api.nga.gov/iiif/7809cc5f-5883-4daa-9d4b-a74780121920,"https://api.nga.gov/iiif/7809cc5f-5883-4daa-9d4b-a74780121920/full/!200,200/0/default.jpg",primary,0,9040,6719,640,NULL,223741,223741,41056,artist,artist,"Mexican, born United States, 1925 - 2002",1925,2002,NULL,NULL,500023797,"Mariana Yampolsky",1,1925,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
790de038-bab3-404f-a55d-6fe871325100,https://api.nga.gov/iiif/790de038-bab3-404f-a55d-6fe871325100,"https://api.nga.gov/iiif/790de038-bab3-404f-a55d-6fe871325100/full/!200,200/0/default.jpg",primary,0,2980,4000,640,NULL,150713,150713,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
7a03454e-755f-4ad1-a1c9-8d2cdc2961fa,https://api.nga.gov/iiif/7a03454e-755f-4ad1-a1c9-8d2cdc2961fa,"https://api.nga.gov/iiif/7a03454e-755f-4ad1-a1c9-8d2cdc2961fa/full/!200,200/0/default.jpg",primary,0,3045,4000,640,NULL,136777,136777,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
7b5c808c-0c92-4472-a91b-ce9d98c6b02f,https://api.nga.gov/iiif/7b5c808c-0c92-4472-a91b-ce9d98c6b02f,"https://api.nga.gov/iiif/7b5c808c-0c92-4472-a91b-ce9d98c6b02f/full/!200,200/0/default.jpg",primary,0,2868,3970,640,NULL,58858,58858,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
7b9f9883-36d4-4d8c-a7ae-434e0b90f367,https://api.nga.gov/iiif/7b9f9883-36d4-4d8c-a7ae-434e0b90f367,"https://api.nga.gov/iiif/7b9f9883-36d4-4d8c-a7ae-434e0b90f367/full/!200,200/0/default.jpg",primary,0,3066,4000,640,NULL,64161,64161,1918,artist,artist,"Mexican, 1899 - 1991",1899,1991,NULL,NULL,500024331,"Rufino Tamayo",1,1899,1991,Mexican,individual,Mexican,0,MX,NoAm,Mexico
7bc94d00-6a0c-4fcc-b551-c2f0194c3721,https://api.nga.gov/iiif/7bc94d00-6a0c-4fcc-b551-c2f0194c3721,"https://api.nga.gov/iiif/7bc94d00-6a0c-4fcc-b551-c2f0194c3721/full/!200,200/0/default.jpg",primary,0,3588,3583,NULL,NULL,143115,143115,34339,artist,author,Mexican,NULL,NULL,NULL,NULL,NULL,"Alejandro de Ávila",1,NULL,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
7bc94d00-6a0c-4fcc-b551-c2f0194c3721,https://api.nga.gov/iiif/7bc94d00-6a0c-4fcc-b551-c2f0194c3721,"https://api.nga.gov/iiif/7bc94d00-6a0c-4fcc-b551-c2f0194c3721/full/!200,200/0/default.jpg",primary,0,3588,3583,NULL,NULL,143115,143115,24999,artist,artist,"Mexican, born 1940",1940,NULL,NULL,NULL,500005528,"Francisco Toledo",1,1940,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
7bc94d00-6a0c-4fcc-b551-c2f0194c3721,https://api.nga.gov/iiif/7bc94d00-6a0c-4fcc-b551-c2f0194c3721,"https://api.nga.gov/iiif/7bc94d00-6a0c-4fcc-b551-c2f0194c3721/full/!200,200/0/default.jpg",primary,0,3588,3583,NULL,NULL,143115,143115,22253,artist,artist,"Mexican, born 1942",1942,NULL,NULL,NULL,500118440,"Graciela Iturbide",1,1942,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
7c837bbf-a369-4fa9-a934-ca2d503fe291,https://api.nga.gov/iiif/7c837bbf-a369-4fa9-a934-ca2d503fe291,"https://api.nga.gov/iiif/7c837bbf-a369-4fa9-a934-ca2d503fe291/full/!200,200/0/default.jpg",primary,0,2681,4000,NULL,NULL,211388,211388,22253,artist,artist,"Mexican, born 1942",1942,NULL,NULL,NULL,500118440,"Graciela Iturbide",1,1942,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
7daa2c06-952f-4bfe-8489-3125c7547b02,https://api.nga.gov/iiif/7daa2c06-952f-4bfe-8489-3125c7547b02,"https://api.nga.gov/iiif/7daa2c06-952f-4bfe-8489-3125c7547b02/full/!200,200/0/default.jpg",primary,0,2570,4000,640,NULL,58854,58854,5141,artist,artist,"Brazilian, 1920 - 2001",1920,2001,NULL,NULL,500469327,"Fayga Ostrower",1,1920,2001,Brazilian,individual,Brazilian,0,BR,SA,Brazil
7dc7aaee-9ed3-46e8-bbfa-cb79b3d722ee,https://api.nga.gov/iiif/7dc7aaee-9ed3-46e8-bbfa-cb79b3d722ee,"https://api.nga.gov/iiif/7dc7aaee-9ed3-46e8-bbfa-cb79b3d722ee/full/!200,200/0/default.jpg",primary,0,3209,4000,640,NULL,30702,30702,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
7dea3dd2-9d11-4bf2-8c9f-cff3c2355583,https://api.nga.gov/iiif/7dea3dd2-9d11-4bf2-8c9f-cff3c2355583,"https://api.nga.gov/iiif/7dea3dd2-9d11-4bf2-8c9f-cff3c2355583/full/!200,200/0/default.jpg",primary,0,4000,3524,640,NULL,33513,33513,3452,artist,artist,"Mexican, 1908 - 2003",1908,2003,NULL,NULL,500065904,"Alfredo Zalce",1,1908,2003,Mexican,individual,Mexican,0,MX,NoAm,Mexico
7e9de60c-1953-45ed-8277-9c77c5c48e6f,https://api.nga.gov/iiif/7e9de60c-1953-45ed-8277-9c77c5c48e6f,"https://api.nga.gov/iiif/7e9de60c-1953-45ed-8277-9c77c5c48e6f/full/!200,200/0/default.jpg",primary,0,2877,4000,640,NULL,201189,201189,16975,artist,artist,"Guatemalan, 1891 - 1984",1891,1984,NULL,NULL,500004593,"Carlos Merida",1,1891,1984,Guatemalan,individual,Guatemalan,0,GT,NoAm,Guatemala
7ea115ab-a1c7-4a2b-ad96-67f2eae845c2,https://api.nga.gov/iiif/7ea115ab-a1c7-4a2b-ad96-67f2eae845c2,"https://api.nga.gov/iiif/7ea115ab-a1c7-4a2b-ad96-67f2eae845c2/full/!200,200/0/default.jpg",primary,0,2641,4000,NULL,NULL,175610,175610,22253,artist,artist,"Mexican, born 1942",1942,NULL,NULL,NULL,500118440,"Graciela Iturbide",1,1942,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
7ec39474-266c-49af-9f8b-de5757dfc616,https://api.nga.gov/iiif/7ec39474-266c-49af-9f8b-de5757dfc616,"https://api.nga.gov/iiif/7ec39474-266c-49af-9f8b-de5757dfc616/full/!200,200/0/default.jpg",primary,0,3274,4000,640,NULL,64172,64172,1918,artist,artist,"Mexican, 1899 - 1991",1899,1991,NULL,NULL,500024331,"Rufino Tamayo",1,1899,1991,Mexican,individual,Mexican,0,MX,NoAm,Mexico
7ee6a216-1398-41b1-9444-2e65c80db44a,https://api.nga.gov/iiif/7ee6a216-1398-41b1-9444-2e65c80db44a,"https://api.nga.gov/iiif/7ee6a216-1398-41b1-9444-2e65c80db44a/full/!200,200/0/default.jpg",primary,0,3548,3744,640,NULL,61462,61462,2861,artist,artist,"Guatemalan, 1933 - 2020",1933,2020,NULL,NULL,500118427,"Rodolfo Abularach",1,1933,2020,Guatemalan,individual,Guatemalan,0,GT,NoAm,Guatemala
7f202e56-ff73-4937-bf0e-4ac1e05ab884,https://api.nga.gov/iiif/7f202e56-ff73-4937-bf0e-4ac1e05ab884,"https://api.nga.gov/iiif/7f202e56-ff73-4937-bf0e-4ac1e05ab884/full/!200,200/0/default.jpg",primary,0,4000,1700,640,NULL,48683,48683,5444,artist,artist,"Mexican, born 1922",1922,NULL,NULL,NULL,NULL,"Guillermo Silva Santamaría",1,1922,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
80204088-0414-4a17-a00b-609b1ee3ed84,https://api.nga.gov/iiif/80204088-0414-4a17-a00b-609b1ee3ed84,"https://api.nga.gov/iiif/80204088-0414-4a17-a00b-609b1ee3ed84/full/!200,200/0/default.jpg",primary,0,3560,3768,640,NULL,61487,61487,2861,artist,artist,"Guatemalan, 1933 - 2020",1933,2020,NULL,NULL,500118427,"Rodolfo Abularach",1,1933,2020,Guatemalan,individual,Guatemalan,0,GT,NoAm,Guatemala
8124fbd0-40d6-43cd-a3f9-9e7987b6520f,https://api.nga.gov/iiif/8124fbd0-40d6-43cd-a3f9-9e7987b6520f,"https://api.nga.gov/iiif/8124fbd0-40d6-43cd-a3f9-9e7987b6520f/full/!200,200/0/default.jpg",primary,0,4000,3087,640,NULL,48421,48421,1707,artist,artist,"Chilean, 1911 - 2002",1911,2002,NULL,NULL,500057123,Matta,1,1911,2002,Chilean,individual,Chilean,0,CL,SA,Chile
833133e1-2d47-44ef-a299-6a1e1edaa279,https://api.nga.gov/iiif/833133e1-2d47-44ef-a299-6a1e1edaa279,"https://api.nga.gov/iiif/833133e1-2d47-44ef-a299-6a1e1edaa279/full/!200,200/0/default.jpg",primary,0,4000,3178,640,NULL,30712,30712,4962,artist,artist,"Mexican, 1902 - 1969",1902,1969,NULL,NULL,500111715,"Leopoldo Méndez",1,1902,1969,Mexican,individual,Mexican,0,MX,NoAm,Mexico
83c83210-819e-4c27-8c48-95234b7d69f3,https://api.nga.gov/iiif/83c83210-819e-4c27-8c48-95234b7d69f3,"https://api.nga.gov/iiif/83c83210-819e-4c27-8c48-95234b7d69f3/full/!200,200/0/default.jpg",primary,0,2873,4000,NULL,NULL,152827,152827,5265,artist,artist,"Mexican, 1851 - 1913",1851,1913,NULL,NULL,500032573,"José Guadalupe Posada",1,1851,1913,Mexican,individual,Mexican,0,MX,NoAm,Mexico
8594c7fc-7771-434c-a536-93ca8686b17a,https://api.nga.gov/iiif/8594c7fc-7771-434c-a536-93ca8686b17a,"https://api.nga.gov/iiif/8594c7fc-7771-434c-a536-93ca8686b17a/full/!200,200/0/default.jpg",primary,0,4000,2123,640,NULL,133881,133881,28727,artist,artist,"Mexican, born 1980",1980,NULL,NULL,NULL,500472229,"Miguel Cervantes",1,1980,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
862b7038-2f4a-4afb-80e1-94f58a3e1a76,https://api.nga.gov/iiif/862b7038-2f4a-4afb-80e1-94f58a3e1a76,"https://api.nga.gov/iiif/862b7038-2f4a-4afb-80e1-94f58a3e1a76/full/!200,200/0/default.jpg",primary,0,2739,4000,NULL,NULL,211396,211396,22253,artist,artist,"Mexican, born 1942",1942,NULL,NULL,NULL,500118440,"Graciela Iturbide",1,1942,NULL,Mexican,individual,Mexican,0,MX,NoAm,Mexico
8648c5d7-a8ca-4fe4-a939-552bab335e70,https://api.nga.gov/iiif/8648c5d7-a8ca-4fe4-a939-552bab335e70,"https://api.nga.gov/iiif/8648c5d7-a8ca-4fe4-a939-552bab335e70/full/!200,200/0/default.jpg",primary,0,4000,2559,640,NULL,30273,30273,5136,artist,artist,"Mexican, 1883 - 1949",1883,1949,NULL,NULL,500012316,"José Clemente Orozco",1,1883,1949,Mexican,individual,Mexican,0,MX,NoAm,Mexico
873d5439-4de3-43d9-a770-8237c3afc012,https://api.nga.gov/iiif/873d5439-4de3-43d9-a770-8237c3afc012,"https://api.nga.gov/iiif/873d5439-4de3-43d9-a770-8237c3afc012/full/!200,200/0/default.jpg",primary,0,4000,3218,640,NULL,64181,64181,1918,artist,artist,"Mexican, 1899 - 1991",1899,1991,NULL,NULL,500024331,"Rufino Tamayo",1,1899,1991,Mexican,individual,Mexican,0,MX,NoAm,Mexico
87fd48ae-86eb-4d5b-966d-f1a88d4b45a8,https://api.nga.gov/iiif/87fd48ae-86eb-4d5b-966d-f1a88d4b45a8,"https://api.nga.gov/iiif/87fd48ae-86eb-4d5b-966d-f1a88d4b45a8/full/!200,200/0/default.jpg",primary,0,2897,4000,640,NULL,197751,197751,16466,artist,artist,"Mexican, 1902 - 2002",1902,2002,NULL,NULL,500028115,"Manuel Álvarez Bravo",1,1902,2002,Mexican,individual,Mexican,0,MX,NoAm,Mexico
