expanded_url,title,forwarddisplayname,medium,displaydate,sequence,width,height,maxpixels,depictstmsobjectid,assistivetext,objectid,displayorder,constituentid,ulanid,preferreddisplayname,lastname,nationality,constituenttype,Percent_in_NGA,Country,Continent,Country Name,accessioned,dimensions,inscription,markings,attributioninverted,attribution,provenancetext,creditline,classification,parentid,isvirtual,portfolio,series,file_name,directory,file_downloaded
https://api.nga.gov/iiif/e146e959-b80b-43f3-bac0-6d877fee3fb3/full/full/0/default.jpg,Compostion VIII,Matta,"color etching, soft-ground, and aquatint","Chilean, 1911 - 2002",0,4000,3102,640.0,48417,,48417,1,1707,500057123.0,Matta,Matta,Chilean,individual,0.0003919775266218,CL,South America,Chile,1,,,,Matta,Matta,,Rosenwald Collection,Print,,0,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",Compostion_VIII.jpg,./All_Images,True
https://api.nga.gov/iiif/352fc4ff-4fa9-4187-b46d-dbd9b867f94a/full/full/0/default.jpg,Compostion IX,Matta,color soft-ground etching and aquatint,"Chilean, 1911 - 2002",0,4000,3106,640.0,48418,,48418,1,1707,500057123.0,Matta,Matta,Chilean,individual,0.0003919775266218,CL,South America,Chile,1,,,,Matta,Matta,,Rosenwald Collection,Print,,0,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",Compostion_IX.jpg,./All_Images,True
https://api.nga.gov/iiif/8fecf953-0364-438d-b88b-63d8c842f7f6/full/full/0/default.jpg,Compostion X,Matta,"color etching, soft-ground, and aquatint","Chilean, 1911 - 2002",0,4000,3094,640.0,48419,,48419,1,1707,500057123.0,Matta,Matta,Chilean,individual,0.0003919775266218,CL,South America,Chile,1,,,,Matta,Matta,,Rosenwald Collection,Print,,0,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",Compostion_X.jpg,./All_Images,True
https://api.nga.gov/iiif/262d1dc1-410e-48c0-9912-69f458c55b7b/full/full/0/default.jpg,Compostion XI,Matta,"color etching, soft-ground, and aquatint","Chilean, 1911 - 2002",0,4000,3083,640.0,48420,,48420,1,1707,500057123.0,Matta,Matta,Chilean,individual,0.0003919775266218,CL,South America,Chile,1,,,,Matta,Matta,,Rosenwald Collection,Print,,0,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",Compostion_XI.jpg,./All_Images,True
https://api.nga.gov/iiif/8124fbd0-40d6-43cd-a3f9-9e7987b6520f/full/full/0/default.jpg,Compostion XII,Matta,color soft-ground etching and aquatint,"Chilean, 1911 - 2002",0,4000,3087,640.0,48421,,48421,1,1707,500057123.0,Matta,Matta,Chilean,individual,0.0003919775266218,CL,South America,Chile,1,,,,Matta,Matta,,Rosenwald Collection,Print,,0,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",Compostion_XII.jpg,./All_Images,True
https://api.nga.gov/iiif/a6fdd3ed-a844-4fdb-8e1c-0e734adcbec0/full/full/0/default.jpg,Compostion XIII,Matta,"color etching, soft-ground, and aquatint","Chilean, 1911 - 2002",0,4000,3066,640.0,48422,,48422,1,1707,500057123.0,Matta,Matta,Chilean,individual,0.0003919775266218,CL,South America,Chile,1,,,,Matta,Matta,,Rosenwald Collection,Print,,0,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",Compostion_XIII.jpg,./All_Images,True
https://api.nga.gov/iiif/1cb0dbd7-2c0a-4850-b5de-ff290429c6d1/full/full/0/default.jpg,Compostion XIV,Matta,color soft-ground and aquatint,"Chilean, 1911 - 2002",0,4000,3108,640.0,48423,,48423,1,1707,500057123.0,Matta,Matta,Chilean,individual,0.0003919775266218,CL,South America,Chile,1,,,,Matta,Matta,,Rosenwald Collection,Print,,0,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",Compostion_XIV.jpg,./All_Images,True
https://api.nga.gov/iiif/03aee0ba-e281-49a1-9898-78fab8294897/full/full/0/default.jpg,Compostion XV,Matta,"color etching, soft-ground, and aquatint with embossing","Chilean, 1911 - 2002",0,2882,4000,640.0,48424,,48424,1,1707,500057123.0,Matta,Matta,Chilean,individual,0.0003919775266218,CL,South America,Chile,1,,,,Matta,Matta,,Rosenwald Collection,Print,,0,"Suite from ""Come detta dentro vo significando""","Suite from ""Come detta dentro vo significando""",Compostion_XV.jpg,./All_Images,True
https://api.nga.gov/iiif/7f202e56-ff73-4937-bf0e-4ac1e05ab884/full/full/0/default.jpg,A la Carga,Guillermo Silva Santamaría,color engraving,"Mexican, born 1922",0,4000,1700,640.0,48683,,48683,1,5444,,"Silva Santamaría, Guillermo",Silva Santamaría,Mexican,individual,0.0024171947475011,MX,North America,Mexico,1,,,,"Silva Santamaría, Guillermo",Guillermo Silva Santamaría,,Rosenwald Collection,Print,,0,,,A_la_Carga.jpg,./All_Images,True
https://api.nga.gov/iiif/ed27b62b-1dc8-4cf4-b40a-6289bbea481b/full/full/0/default.jpg,Vendedor del Carrito,Guillermo Silva Santamaría,color engraving,"Mexican, born 1922",0,2770,4000,640.0,48684,,48684,1,5444,,"Silva Santamaría, Guillermo",Silva Santamaría,Mexican,individual,0.0024171947475011,MX,North America,Mexico,1,,,,"Silva Santamaría, Guillermo",Guillermo Silva Santamaría,,Rosenwald Collection,Print,,0,,,Vendedor_del_Carrito.jpg,./All_Images,True
https://api.nga.gov/iiif/de711854-181d-4749-ae22-30bfa44b95cc/full/full/0/default.jpg,Self-Portrait,David Alfaro Siqueiros,oil on hardboard,"Mexican, 1896 - 1974",0,2213,3000,640.0,52380,,52380,1,1876,500008908.0,"Siqueiros, David Alfaro",Siqueiros,Mexican,individual,0.0024171947475011,MX,North America,Mexico,1,"overall: 120.7 x 90.8 cm (47 1/2 x 35 3/4 in.)
framed: 142.9 x 113 x 5 cm (56 1/4 x 44 1/2 x 1 15/16 in.)",lower center: SIQUEIROS / 5-1948,,"Siqueiros, David Alfaro",David Alfaro Siqueiros,"Dr. and Mrs. Alvar Carrillo Gil, Mexico; purchased 1970 by NGA.",Andrew W. Mellon Fund,Painting,,0,,,Self-Portrait.jpg,./All_Images,True
https://api.nga.gov/iiif/3372369e-7bf1-4f3c-b49f-b17b541e33cb/full/full/0/default.jpg,Aztec Landscape,Rufino Tamayo,color lithograph,"Mexican, 1899 - 1991",0,4000,2775,640.0,53076,,53076,1,1918,500024331.0,"Tamayo, Rufino",Tamayo,Mexican,individual,0.0024171947475011,MX,North America,Mexico,1,,,,"Tamayo, Rufino",Rufino Tamayo,,Gift of Mr. and Mrs. Burton Tremaine,Print,,0,,,Aztec_Landscape.jpg,./All_Images,True
https://api.nga.gov/iiif/0365f216-a97d-4174-bec1-21175b071231/full/full/0/default.jpg,Genesis,Matta,oil on canvas,"Chilean, 1911 - 2002",0,23610,18200,640.0,53085,,53085,1,1707,500057123.0,Matta,Matta,Chilean,individual,0.0003919775266218,CL,South America,Chile,1,"overall: 71.1 x 91.4 cm (28 x 36 in.)
framed: 77.4 x 97.8 x 3.8 cm (30 1/2 x 38 1/2 x 1 1/2 in.)",,,Matta,Matta,"Burton G. [1902-1991] and Emily Hall [1908-1987] Tremaine, Madison, Connecticut; gift 1971 to NGA.

",Gift of Mr. and Mrs. Burton Tremaine,Painting,,0,,,Genesis.jpg,./All_Images,True
https://api.nga.gov/iiif/dbcb1da7-a92d-4104-bbac-419f8cccde88/full/full/0/default.jpg,Still Life,Carlos Scliar,oil on cardboard,"Brazilian, born 1920",0,7261,9906,640.0,55604,,55604,1,1864,500118070.0,"Scliar, Carlos",Scliar,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,1,overall: 74.8 x 54.9 cm (29 7/16 x 21 5/8 in.),lower right: Scliar 26.11.70,,"Scliar, Carlos",Carlos Scliar,"John W. Mowinckel, Paris; gift 1975 to NGA.

",Gift of John W. Mowinckel in honor of Ambassador John P. Humes,Painting,,0,,,Still_Life.jpg,./All_Images,True
https://api.nga.gov/iiif/e659ba16-5331-4a1f-8057-d5638d3033d5/full/full/0/default.jpg,Boy with Melon,Diego Rivera,brush and black ink,"Mexican, 1886 - 1957",0,4000,2873,640.0,57135,,57135,1,1831,500025126.0,"Rivera, Diego",Rivera,Mexican,individual,0.0024171947475011,MX,North America,Mexico,1,overall (approximate): 27.6 x 39.5 cm (10 7/8 x 15 9/16 in.),lower right: Diego Rivera. 36,,"Rivera, Diego",Diego Rivera,D.F. Platt (Lugt Supp.750a),John Davis Hatch Collection,Drawing,,0,,,Boy_with_Melon.jpg,./All_Images,True
https://api.nga.gov/iiif/57208a53-7519-41e4-bf8d-a75417c90e3e/full/full/0/default.jpg,Tetra,Rodolfo Abularach,mezzotint on wove paper,"Guatemalan, 1933 - 2020",0,3013,3154,640.0,57720,,57720,1,2861,500118427.0,"Abularach, Rodolfo",Abularach,Guatemalan,individual,0.0001306591755406,GT,North America,Guatemala,1,,"recto: below image, in graphite: 1/60 TETRA RA",none,"Abularach, Rodolfo",Rodolfo Abularach,,Rosenwald Collection,Print,,0,,,Tetra.jpg,./All_Images,True
https://api.nga.gov/iiif/479cbaab-d876-4322-b628-d49dbec24829/full/full/0/default.jpg,The Meeting of Ramona and John,Antonio Berni,relief print,"Argentinean, 1905 - 1981",0,4000,3061,640.0,57798,,57798,1,3507,500015512.0,"Berni, Antonio",Berni,Argentinean,individual,0.001306591755406,AR,South America,Argentina,1,,,,"Berni, Antonio",Antonio Berni,,Rosenwald Collection,Print,,0,,,The_Meeting_of_Ramona_and_John.jpg,./All_Images,True
https://api.nga.gov/iiif/ee10791e-4749-497d-847a-f81360eba018/full/full/0/default.jpg,LXXVII-F,Francisco Larez,color relief print,"Venezuelan, born 1936",0,3449,4000,640.0,58637,,58637,1,4585,,"Larez, Francisco",Larez,Venezuelan,individual,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of",1,,,,"Larez, Francisco",Francisco Larez,,Rosenwald Collection,Print,,0,,,LXXVII-F.jpg,./All_Images,True
https://api.nga.gov/iiif/146407fc-e358-43d9-9cd1-9f21026a831d/full/full/0/default.jpg,Fontamara V,Fayga Ostrower,woodcut,"Brazilian, 1920 - 2001",0,2639,4000,640.0,58848,,58848,1,5141,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,1,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0,Fontamara Series,Fontamara Series,Fontamara_V.jpg,./All_Images,True
https://api.nga.gov/iiif/aa86e42b-eb01-43d4-92eb-5ea002f7e83f/full/full/0/default.jpg,Fontamara I,Fayga Ostrower,woodcut,"Brazilian, 1920 - 2001",0,3474,3640,640.0,58844,,58844,1,5141,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,1,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0,Fontamara Series,Fontamara Series,Fontamara_I.jpg,./All_Images,True
https://api.nga.gov/iiif/c08cc34a-c90d-49a5-9ff1-c7f72209fa0c/full/full/0/default.jpg,Fontamara II,Fayga Ostrower,woodcut,"Brazilian, 1920 - 2001",0,2599,4000,640.0,58845,,58845,1,5141,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,1,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0,Fontamara Series,Fontamara Series,Fontamara_II.jpg,./All_Images,True
https://api.nga.gov/iiif/15baaeb7-3a23-4eb0-a52f-e7910f7cb09a/full/full/0/default.jpg,Fontamara III,Fayga Ostrower,woodcut,"Brazilian, 1920 - 2001",0,2647,4000,640.0,58846,,58846,1,5141,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,1,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0,Fontamara Series,Fontamara Series,Fontamara_III.jpg,./All_Images,True
https://api.nga.gov/iiif/c2ae4f39-514c-4fb8-9342-63e484bfbb2c/full/full/0/default.jpg,Fontamara IV,Fayga Ostrower,woodcut,"Brazilian, 1920 - 2001",0,2683,4000,640.0,58847,,58847,1,5141,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,1,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0,Fontamara Series,Fontamara Series,Fontamara_IV.jpg,./All_Images,True
https://api.nga.gov/iiif/f1b3c5a3-aa3d-421d-83c0-17f96a01ad31/full/full/0/default.jpg,Fontamara VI,Fayga Ostrower,woodcut,"Brazilian, 1920 - 2001",0,2574,4000,640.0,58849,,58849,1,5141,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,1,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0,Fontamara Series,Fontamara Series,Fontamara_VI.jpg,./All_Images,True
https://api.nga.gov/iiif/5a6fb089-a479-4f61-bd77-89ddea5cb449/full/full/0/default.jpg,Fontamara VII,Fayga Ostrower,woodcut,"Brazilian, 1920 - 2001",0,2571,4000,640.0,58850,,58850,1,5141,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,1,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0,Fontamara Series,Fontamara Series,Fontamara_VII.jpg,./All_Images,True
https://api.nga.gov/iiif/e999e1c8-49c7-4e2a-bf59-4381ee46c5a4/full/full/0/default.jpg,Fontamara VIII,Fayga Ostrower,woodcut,"Brazilian, 1920 - 2001",0,2585,4000,640.0,58851,,58851,1,5141,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,1,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0,Fontamara Series,Fontamara Series,Fontamara_VIII.jpg,./All_Images,True
https://api.nga.gov/iiif/c23535fc-42c8-4f02-a89a-ebaa79ccbf2f/full/full/0/default.jpg,Fontamara IX,Fayga Ostrower,woodcut,"Brazilian, 1920 - 2001",0,2518,4000,640.0,58852,,58852,1,5141,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,1,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0,Fontamara Series,Fontamara Series,Fontamara_IX.jpg,./All_Images,True
https://api.nga.gov/iiif/3a89eb3d-2d08-4cf1-b1ba-db7639f84cad/full/full/0/default.jpg,Fontamara X,Fayga Ostrower,woodcut,"Brazilian, 1920 - 2001",0,2527,4000,640.0,58853,,58853,1,5141,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,1,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0,Fontamara Series,Fontamara Series,Fontamara_X.jpg,./All_Images,True
https://api.nga.gov/iiif/7daa2c06-952f-4bfe-8489-3125c7547b02/full/full/0/default.jpg,Fontamara XI,Fayga Ostrower,woodcut,"Brazilian, 1920 - 2001",0,2570,4000,640.0,58854,,58854,1,5141,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,1,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0,Fontamara Series,Fontamara Series,Fontamara_XI.jpg,./All_Images,True
https://api.nga.gov/iiif/0558ca25-f61a-446f-96ca-a2d34a89134d/full/full/0/default.jpg,Fontamara XII,Fayga Ostrower,woodcut,"Brazilian, 1920 - 2001",0,2591,4000,640.0,58855,,58855,1,5141,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,1,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0,Fontamara Series,Fontamara Series,Fontamara_XII.jpg,./All_Images,True
https://api.nga.gov/iiif/c37c7389-cc9b-4796-9c2e-29086603e346/full/full/0/default.jpg,Fontamara XIII,Fayga Ostrower,woodcut,"Brazilian, 1920 - 2001",0,2567,4000,640.0,58856,,58856,1,5141,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,1,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0,Fontamara Series,Fontamara Series,Fontamara_XIII.jpg,./All_Images,True
https://api.nga.gov/iiif/362ecc21-ba65-458a-b318-7a14da30a2ec/full/full/0/default.jpg,Fontamara XIV,Fayga Ostrower,woodcut,"Brazilian, 1920 - 2001",0,2524,4000,640.0,58857,,58857,1,5141,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,1,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0,Fontamara Series,Fontamara Series,Fontamara_XIV.jpg,./All_Images,True
https://api.nga.gov/iiif/7b5c808c-0c92-4472-a91b-ce9d98c6b02f/full/full/0/default.jpg,Fontamara XV,Fayga Ostrower,woodcut,"Brazilian, 1920 - 2001",0,2868,3970,640.0,58858,,58858,1,5141,500469327.0,"Ostrower, Fayga",Ostrower,Brazilian,individual,0.0009799438165545,BR,South America,Brazil,1,,,,"Ostrower, Fayga",Fayga Ostrower,,Rosenwald Collection,Print,,0,Fontamara Series,Fontamara Series,Fontamara_XV.jpg,./All_Images,True
https://api.nga.gov/iiif/3c838c28-76db-4a30-b59a-1e7ec4c88b32/full/full/0/default.jpg,Babilonia,Hector Saunier,engraving,"Argentinean, born 1936",0,3077,4000,640.0,58984,,58984,1,5449,,"Saunier, Hector",Saunier,Argentinean,individual,0.001306591755406,AR,South America,Argentina,1,,,,"Saunier, Hector",Hector Saunier,,Rosenwald Collection,Print,,0,,,Babilonia.jpg,./All_Images,True
https://api.nga.gov/iiif/03896dc3-2ef2-4f73-9127-8dc1fe088d5b/full/full/0/default.jpg,Lunaire,Hector Saunier,color etching,"Argentinean, born 1936",0,4000,3234,640.0,58985,,58985,1,5449,,"Saunier, Hector",Saunier,Argentinean,individual,0.001306591755406,AR,South America,Argentina,1,,,,"Saunier, Hector",Hector Saunier,,Rosenwald Collection,Print,,0,,,Lunaire.jpg,./All_Images,True
https://api.nga.gov/iiif/166f96ba-21fa-4233-a60a-4919c5ec16c2/full/full/0/default.jpg,Mujer,Hector Saunier,engraving,"Argentinean, born 1936",0,2584,4000,640.0,58986,,58986,1,5449,,"Saunier, Hector",Saunier,Argentinean,individual,0.001306591755406,AR,South America,Argentina,1,,,,"Saunier, Hector",Hector Saunier,,Rosenwald Collection,Print,,0,,,Mujer.jpg,./All_Images,True
https://api.nga.gov/iiif/463171b5-806e-4ff4-a0d6-fd9717bc4309/full/full/0/default.jpg,Port of Uruguay,Joaquín Torres-García,gouache over graphite on paperboard,"Uruguayan, 1874 - 1949",0,2797,4000,640.0,59857,,59857,1,2518,500031259.0,"Torres-García, Joaquín",Torres-García,Uruguayan,individual,0.0001306591755406,UY,South America,Uruguay,1,overall: 16.6 x 11.5 cm (6 9/16 x 4 1/2 in.),lower left in black: J.T.G.; lower right in black: 33; upper right: (15),,"Torres-García, Joaquín",Joaquín Torres-García,,Gift of Mrs. Ruth Carter Johnson,Drawing,,0,,,Port_of_Uruguay.jpg,./All_Images,True
https://api.nga.gov/iiif/e30f8bfc-84e4-4162-be5e-9e5f41cd936d/full/full/0/default.jpg,Untitled,Rufino Tamayo,stencil print with embossing on hand-made paper,"Mexican, 1899 - 1991",0,2881,4000,640.0,60891,,60891,1,1918,500024331.0,"Tamayo, Rufino",Tamayo,Mexican,individual,0.0024171947475011,MX,North America,Mexico,1,,,,"Tamayo, Rufino",Rufino Tamayo,,Gift of J. Carter Brown,Print,,0,,,Untitled.jpg,./All_Images,True
https://api.nga.gov/iiif/e219709a-6fcc-4559-9459-2d6877681b79/full/full/0/default.jpg,City of the Eyes I,Rodolfo Abularach,lithograph (zinc and stone) in blue and black on white Nacre paper,"Guatemalan, 1933 - 2020",0,3553,3702,640.0,61460,,61460,1,2861,500118427.0,"Abularach, Rodolfo",Abularach,Guatemalan,individual,0.0001306591755406,GT,North America,Guatemala,1,image: 25.5 x 25.2 cm (10 1/16 x 9 15/16 in.),,"BS: Tamarind (T.1), de Soto (T.10)","Abularach, Rodolfo",Rodolfo Abularach,,Gift of Dorothy J. and Benjamin B. Smith,Print,61461.0,0,City of the Eyes,City of the Eyes [1983.18.1-10],City_of_the_Eyes_I.jpg,./All_Images,True
https://api.nga.gov/iiif/7ee6a216-1398-41b1-9444-2e65c80db44a/full/full/0/default.jpg,City of the Eyes II,Rodolfo Abularach,lithograph (stone) in blue on white Nacre paper,"Guatemalan, 1933 - 2020",0,3548,3744,640.0,61462,,61462,1,2861,500118427.0,"Abularach, Rodolfo",Abularach,Guatemalan,individual,0.0001306591755406,GT,North America,Guatemala,1,image: 25.6 x 25.6 cm (10 1/16 x 10 1/16 in.),,"BS: Tamarind (T.1), de Soto (T.10)","Abularach, Rodolfo",Rodolfo Abularach,,Gift of Dorothy J. and Benjamin B. Smith,Print,61461.0,0,City of the Eyes,City of the Eyes [1983.18.1-10],City_of_the_Eyes_II.jpg,./All_Images,True
https://api.nga.gov/iiif/504ea081-0e23-42e4-bf95-5970de613d71/full/full/0/default.jpg,City of the Eyes III,Rodolfo Abularach,lithograph (zinc and stone) in blue and black on white Nacre paper,"Guatemalan, 1933 - 2020",0,3534,3751,640.0,61463,,61463,1,2861,500118427.0,"Abularach, Rodolfo",Abularach,Guatemalan,individual,0.0001306591755406,GT,North America,Guatemala,1,image: 25.8 x 25.3 cm (10 3/16 x 9 15/16 in.),,"BS: Tamarind (T.1), de Soto (T.10)","Abularach, Rodolfo",Rodolfo Abularach,,Gift of Dorothy J. and Benjamin B. Smith,Print,61461.0,0,City of the Eyes,City of the Eyes [1983.18.1-10],City_of_the_Eyes_III.jpg,./All_Images,True
