uuid,iiifurl,iiifthumburl,viewtype,sequence,width,height,maxpixels,created,modified,depictstmsobjectid,assistivetext,objectid,displayorder,roletype,role,constituentid,ulanid,preferreddisplayname,forwarddisplayname,lastname,displaydate,artistofngaobject,beginyear,endyear,visualbrowsertimespan,nationality,visualbrowsernationality,constituenttype,Demonym,Percent_in_NGA,Country,Continent,Country Name
5a6fb089-a479-4f61-bd77-89ddea5cb449,https://api.nga.gov/iiif/5a6fb089-a479-4f61-bd77-89ddea5cb449,"https://api.nga.gov/iiif/5a6fb089-a479-4f61-bd77-89ddea5cb449/full/!200,200/0/default.jpg",primary,0,2571,4000,640,2011-12-28 16:00:53-05,2022-06-14 16:35:59-04,58850,,58850,1,artist,artist,5141,500469327,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920,2001,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
5b8efbae-be7b-434d-8a34-a3a119b7c685,https://api.nga.gov/iiif/5b8efbae-be7b-434d-8a34-a3a119b7c685,"https://api.nga.gov/iiif/5b8efbae-be7b-434d-8a34-a3a119b7c685/full/!200,200/0/default.jpg",primary,0,3195,4000,640,2012-01-23 12:20:31-05,2022-06-14 16:39:30-04,30700,,30700,1,artist,artist,4962,500111715,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902,1969,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
5e6e61ae-9ceb-4390-a601-96967129a84c,https://api.nga.gov/iiif/5e6e61ae-9ceb-4390-a601-96967129a84c,"https://api.nga.gov/iiif/5e6e61ae-9ceb-4390-a601-96967129a84c/full/!200,200/0/default.jpg",primary,0,9474,13729,640,2021-06-03 15:37:35-04,2022-06-10 16:25:58-04,222832,,222832,1,artist,artist,51620,500332855,"Cinto, Sandra",Sandra Cinto,Cinto,"Brazilian, born 1968",1,1968,,1951 to 1975,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
5ed9f115-3f5a-4577-aa2c-94700bf56110,https://api.nga.gov/iiif/5ed9f115-3f5a-4577-aa2c-94700bf56110,"https://api.nga.gov/iiif/5ed9f115-3f5a-4577-aa2c-94700bf56110/full/!200,200/0/default.jpg",primary,0,2922,4000,640,2016-10-17 12:44:28-04,2022-06-15 14:02:51-04,201186,,201186,1,artist,artist,16975,500004593,"Merida, Carlos",Carlos Merida,Merida,"Guatemalan, 1891 - 1984",1,1891,1984,1876 to 1900,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
61224ffe-a126-4b41-a9ed-f49eb58c2bf2,https://api.nga.gov/iiif/61224ffe-a126-4b41-a9ed-f49eb58c2bf2,"https://api.nga.gov/iiif/61224ffe-a126-4b41-a9ed-f49eb58c2bf2/full/!200,200/0/default.jpg",primary,0,3542,3527,640,2011-01-10 16:56:14-05,2022-06-15 12:55:24-04,61991,,61991,1,artist,artist,5918,500117602,Gego,Gego,Gego,"Venezuelan, 1912 - 1994",1,1912,1994,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
61962d8c-ed89-4877-98f4-9e8fdebe6f81,https://api.nga.gov/iiif/61962d8c-ed89-4877-98f4-9e8fdebe6f81,"https://api.nga.gov/iiif/61962d8c-ed89-4877-98f4-9e8fdebe6f81/full/!200,200/0/default.jpg",primary,0,4000,3234,640,2012-01-23 12:26:13-05,2022-06-14 16:39:31-04,30709,,30709,1,artist,artist,4962,500111715,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902,1969,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
62b79e75-71a3-4d5c-83c6-44ed3d64d72b,https://api.nga.gov/iiif/62b79e75-71a3-4d5c-83c6-44ed3d64d72b,"https://api.nga.gov/iiif/62b79e75-71a3-4d5c-83c6-44ed3d64d72b/full/!200,200/0/default.jpg",primary,0,3294,4000,640,2012-01-23 13:42:52-05,2022-06-14 16:39:57-04,64163,,64163,1,artist,artist,1918,500024331,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899,1991,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
62f1b627-d4b0-4ad0-9e71-1cf998274d67,https://api.nga.gov/iiif/62f1b627-d4b0-4ad0-9e71-1cf998274d67,"https://api.nga.gov/iiif/62f1b627-d4b0-4ad0-9e71-1cf998274d67/full/!200,200/0/default.jpg",primary,0,4000,2484,640,2012-01-23 13:21:20-05,2022-06-14 16:39:49-04,133880,,133880,1,artist,artist,28727,500472229,"Cervantes, Miguel",Miguel Cervantes,Cervantes,"Mexican, born 1980",1,1980,,1976 to 2000,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
6332d518-b57e-45ad-8a63-ec89a7fd5190,https://api.nga.gov/iiif/6332d518-b57e-45ad-8a63-ec89a7fd5190,"https://api.nga.gov/iiif/6332d518-b57e-45ad-8a63-ec89a7fd5190/full/!200,200/0/default.jpg",primary,0,3233,4000,640,2012-01-23 12:27:06-05,2022-06-14 16:39:32-04,30710,,30710,1,artist,artist,4962,500111715,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902,1969,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
642fc736-556b-4898-8cdf-14c617d85c3f,https://api.nga.gov/iiif/642fc736-556b-4898-8cdf-14c617d85c3f,"https://api.nga.gov/iiif/642fc736-556b-4898-8cdf-14c617d85c3f/full/!200,200/0/default.jpg",primary,0,3505,4000,,2016-03-24 11:17:16-04,2022-05-19 13:17:52-04,195672,,195672,2,artist,printer,5449,,"Saunier, Hector",Hector Saunier,Saunier,"Argentinean, born 1936",1,1936,,1926 to 1950,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
6423d549-6ba5-4d31-8c4f-7e1d3d7124ae,https://api.nga.gov/iiif/6423d549-6ba5-4d31-8c4f-7e1d3d7124ae,"https://api.nga.gov/iiif/6423d549-6ba5-4d31-8c4f-7e1d3d7124ae/full/!200,200/0/default.jpg",primary,0,2493,3284,640,2012-01-23 13:32:57-05,2022-06-14 16:39:55-04,33363,,33363,1,artist,artist,3820,500118509,"Costa, Olga",Olga Costa,Costa,"Mexican, born 1913",1,1913,2013,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
64b385ad-0abb-4a7b-9ae8-8f47a152b24f,https://api.nga.gov/iiif/64b385ad-0abb-4a7b-9ae8-8f47a152b24f,"https://api.nga.gov/iiif/64b385ad-0abb-4a7b-9ae8-8f47a152b24f/full/!200,200/0/default.jpg",primary,0,3558,4000,,2016-04-11 11:22:31-04,2022-05-19 13:17:53-04,173520,,173520,2,artist,printer,49483,,"Tellez, Eugenio",Eugenio Tellez,Tellez,"Chilean, born 1939",1,1939,,1926 to 1950,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
67023390-6415-4cdf-b928-1d9ab5193ac9,https://api.nga.gov/iiif/67023390-6415-4cdf-b928-1d9ab5193ac9,"https://api.nga.gov/iiif/67023390-6415-4cdf-b928-1d9ab5193ac9/full/!200,200/0/default.jpg",primary,0,5930,7402,640,2018-02-27 18:11:22-05,2022-05-25 11:21:14-04,126501,,126501,1,artist,artist,24991,,"Batista, Abraao",Abraao Batista,Batista,"Brazilian, born 1941",1,1941,,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
676a8a89-6d2b-4522-836b-e5d049f9adaf,https://api.nga.gov/iiif/676a8a89-6d2b-4522-836b-e5d049f9adaf,"https://api.nga.gov/iiif/676a8a89-6d2b-4522-836b-e5d049f9adaf/full/!200,200/0/default.jpg",primary,0,2583,4000,640,2012-01-19 15:30:15-05,2022-06-14 16:38:35-04,11852,,11852,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899,1972,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
68235bfe-8482-47b8-b5fa-a05a0113e11f,https://api.nga.gov/iiif/68235bfe-8482-47b8-b5fa-a05a0113e11f,"https://api.nga.gov/iiif/68235bfe-8482-47b8-b5fa-a05a0113e11f/full/!200,200/0/default.jpg",primary,0,4000,3217,640,2016-03-30 13:21:07-04,2022-06-15 13:54:52-04,184006,,184006,1,artist,artist,3452,500065904,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908,2003,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
686c3294-86da-43c4-b3d7-711cf02dd2f8,https://api.nga.gov/iiif/686c3294-86da-43c4-b3d7-711cf02dd2f8,"https://api.nga.gov/iiif/686c3294-86da-43c4-b3d7-711cf02dd2f8/full/!200,200/0/default.jpg",primary,0,3100,4000,640,2012-01-19 15:54:34-05,2022-06-14 16:38:47-04,61472,,61472,1,artist,artist,2861,500118427,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933,2020,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
68b28110-8c57-4d3e-84a2-2b862af9ac05,https://api.nga.gov/iiif/68b28110-8c57-4d3e-84a2-2b862af9ac05,"https://api.nga.gov/iiif/68b28110-8c57-4d3e-84a2-2b862af9ac05/full/!200,200/0/default.jpg",primary,0,7884,10547,640,2020-01-17 16:26:11-05,2022-07-18 16:32:27-04,219357,,219357,1,artist,artist,50386,,"Carneiro, Dulce",Dulce Carneiro,Carneiro,"Brazilian, 1929 - 2018",1,1929,2018,1926 to 1950,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
68f35bcf-49f6-4050-b9b2-9156b230b6a1,https://api.nga.gov/iiif/68f35bcf-49f6-4050-b9b2-9156b230b6a1,"https://api.nga.gov/iiif/68f35bcf-49f6-4050-b9b2-9156b230b6a1/full/!200,200/0/default.jpg",primary,0,3533,3614,640,2012-01-20 16:24:31-05,2022-06-14 16:38:58-04,61468,,61468,1,artist,artist,2861,500118427,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933,2020,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
696e129c-696a-4c67-8e19-0f0997de4267,https://api.nga.gov/iiif/696e129c-696a-4c67-8e19-0f0997de4267,"https://api.nga.gov/iiif/696e129c-696a-4c67-8e19-0f0997de4267/full/!200,200/0/default.jpg",primary,0,2779,4000,,2012-01-20 18:29:51-05,2022-06-14 11:25:23-04,70423,,70423,1,artist,artist,47414,,Peruvian 19th Century,Peruvian 19th Century,Peruvian 19th Century,,1,1800,1899,1776 to 1800,Peruvian,Other,anonymous,Peruvian,0.0001959887633109,PE,South America,Peru
6bd20bc7-62d5-4ed2-a523-d8d6650cf612,https://api.nga.gov/iiif/6bd20bc7-62d5-4ed2-a523-d8d6650cf612,"https://api.nga.gov/iiif/6bd20bc7-62d5-4ed2-a523-d8d6650cf612/full/!200,200/0/default.jpg",primary,0,3602,3697,640,2012-01-20 17:01:19-05,2022-06-14 16:39:06-04,61484,,61484,1,artist,artist,2861,500118427,"Abularach, Rodolfo",Rodolfo Abularach,Abularach,"Guatemalan, 1933 - 2020",1,1933,2020,1926 to 1950,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
6c42fc10-c024-4c71-9cbb-61b008cd16d3,https://api.nga.gov/iiif/6c42fc10-c024-4c71-9cbb-61b008cd16d3,"https://api.nga.gov/iiif/6c42fc10-c024-4c71-9cbb-61b008cd16d3/full/!200,200/0/default.jpg",primary,0,15619,6680,640,2016-08-10 16:55:02-04,2022-05-19 12:44:38-04,169092,,169092,1,artist,artist,38855,500127966,"Garaicoa, Carlos",Carlos Garaicoa,Garaicoa,"Cuban, born 1967",1,1967,,1951 to 1975,Cuban,Other,individual,Cuban,0.0003919775266218,CU,North America,Cuba
6ce2f494-6ec3-4583-9f81-9706df4b6136,https://api.nga.gov/iiif/6ce2f494-6ec3-4583-9f81-9706df4b6136,"https://api.nga.gov/iiif/6ce2f494-6ec3-4583-9f81-9706df4b6136/full/!200,200/0/default.jpg",primary,0,4000,3120,640,2011-12-28 16:12:18-05,2022-06-14 16:36:00-04,48411,,48411,1,artist,artist,1707,500057123,Matta,Matta,Matta,"Chilean, 1911 - 2002",1,1911,2002,1901 to 1925,Chilean,Other,individual,Chilean,0.0003919775266218,CL,South America,Chile
6db5b0c8-76c8-477f-9357-08fbff3fb779,https://api.nga.gov/iiif/6db5b0c8-76c8-477f-9357-08fbff3fb779,"https://api.nga.gov/iiif/6db5b0c8-76c8-477f-9357-08fbff3fb779/full/!200,200/0/default.jpg",alternate,3,7122,7367,640,2021-11-09 14:54:29-05,2022-06-28 22:43:03.987-04,127530,,127530,1,artist,sculptor,27441,500027187,"Soto, Jesús Rafael",Jesús Rafael Soto,Soto,"Venezuelan, 1923 - 2005",1,1923,2005,1901 to 1925,Venezuelan,Other,individual,Venezuelan,0.0002613183510812,VE,South America,"Venezuela, Bolivarian Republic of"
6e4bb295-39a8-4e64-a443-5c3b3dd4dfd7,https://api.nga.gov/iiif/6e4bb295-39a8-4e64-a443-5c3b3dd4dfd7,"https://api.nga.gov/iiif/6e4bb295-39a8-4e64-a443-5c3b3dd4dfd7/full/!200,200/0/default.jpg",primary,0,4000,2140,640,2012-01-19 15:51:32-05,2022-06-14 16:38:45-04,4557,,4557,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899,1972,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
6ec0cad1-bbd8-4ac6-b28b-c8ca437b23b9,https://api.nga.gov/iiif/6ec0cad1-bbd8-4ac6-b28b-c8ca437b23b9,"https://api.nga.gov/iiif/6ec0cad1-bbd8-4ac6-b28b-c8ca437b23b9/full/!200,200/0/default.jpg",primary,0,3986,3556,640,2012-01-23 13:05:39-05,2022-06-14 16:39:37-04,33518,,33518,1,artist,artist,3452,500065904,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908,2003,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
702ff031-ba28-4def-a519-1ab593ce288c,https://api.nga.gov/iiif/702ff031-ba28-4def-a519-1ab593ce288c,"https://api.nga.gov/iiif/702ff031-ba28-4def-a519-1ab593ce288c/full/!200,200/0/default.jpg",primary,0,3908,4845,640,2015-04-27 11:50:16-04,2022-06-14 16:45:10-04,143191,,143191,2,artist,publisher,35252,,Taller de Grafica Popular,Taller de Grafica Popular,,"Mexican, founded 1937",1,1937,,1926 to 1950,Mexican,Mexican,corporate,Mexican,0.0024171947475011,MX,North America,Mexico
704a0b8a-7945-475c-9123-752396ef36f5,https://api.nga.gov/iiif/704a0b8a-7945-475c-9123-752396ef36f5,"https://api.nga.gov/iiif/704a0b8a-7945-475c-9123-752396ef36f5/full/!200,200/0/default.jpg",primary,0,3171,4000,640,2015-07-08 10:44:24-04,2022-05-20 14:40:30-04,184467,,184467,1,artist,artist,16466,500028115,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902,2002,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
71164ebd-ee46-4ac7-95ee-be6693a6d16b,https://api.nga.gov/iiif/71164ebd-ee46-4ac7-95ee-be6693a6d16b,"https://api.nga.gov/iiif/71164ebd-ee46-4ac7-95ee-be6693a6d16b/full/!200,200/0/default.jpg",primary,0,2520,4000,640,2012-01-19 15:28:34-05,2022-06-14 16:38:34-04,4551,,4551,1,artist,artist,3489,,"Bellocq, Adolfo",Adolfo Bellocq,Bellocq,"Argentinean, 1899-1972",1,1899,1972,1876 to 1900,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
71552c80-7f87-4c86-9fcb-9ebac28dde80,https://api.nga.gov/iiif/71552c80-7f87-4c86-9fcb-9ebac28dde80,"https://api.nga.gov/iiif/71552c80-7f87-4c86-9fcb-9ebac28dde80/full/!200,200/0/default.jpg",primary,0,2898,4000,640,2009-10-23 10:09:00-04,2022-05-20 13:30:43-04,74838,,74838,1,artist,artist,6962,,"Lozza, Raul",Raul Lozza,Lozza,"Argentinean, born 1911",1,1911,2011,1901 to 1925,Argentinean,Other,individual,Argentinean,0.001306591755406,AR,South America,Argentina
72ba7ff3-2b02-4d41-b6ca-0b3e9836ad04,https://api.nga.gov/iiif/72ba7ff3-2b02-4d41-b6ca-0b3e9836ad04,"https://api.nga.gov/iiif/72ba7ff3-2b02-4d41-b6ca-0b3e9836ad04/full/!200,200/0/default.jpg",primary,0,4000,2829,640,2012-01-23 13:06:34-05,2022-06-14 16:39:37-04,33519,,33519,1,artist,artist,3452,500065904,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908,2003,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
737c5998-b6c1-45f8-85bf-42d099728393,https://api.nga.gov/iiif/737c5998-b6c1-45f8-85bf-42d099728393,"https://api.nga.gov/iiif/737c5998-b6c1-45f8-85bf-42d099728393/full/!200,200/0/default.jpg",primary,0,4000,3116,640,2015-07-08 11:02:33-04,2022-05-20 14:40:34-04,194338,,194338,1,artist,artist,16466,500028115,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902,2002,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
741bcfaa-6823-4ea7-9454-9bd8ff527807,https://api.nga.gov/iiif/741bcfaa-6823-4ea7-9454-9bd8ff527807,"https://api.nga.gov/iiif/741bcfaa-6823-4ea7-9454-9bd8ff527807/full/!200,200/0/default.jpg",primary,0,4000,3202,640,2012-01-23 12:43:48-05,2022-06-14 16:39:34-04,30247,,30247,1,artist,artist,3597,,"Bracho, Ángel",Ángel Bracho,Bracho,"Mexican, 1911 - 2005",1,1911,2005,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
7438e40f-fc27-4bb9-98d3-5de2446b3d25,https://api.nga.gov/iiif/7438e40f-fc27-4bb9-98d3-5de2446b3d25,"https://api.nga.gov/iiif/7438e40f-fc27-4bb9-98d3-5de2446b3d25/full/!200,200/0/default.jpg",primary,0,3407,4000,640,2016-03-30 13:19:35-04,2022-06-15 13:54:52-04,183894,,183894,1,artist,artist,4962,500111715,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902,1969,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
76e2d1d7-efe9-442c-beed-4a2d0582b109,https://api.nga.gov/iiif/76e2d1d7-efe9-442c-beed-4a2d0582b109,"https://api.nga.gov/iiif/76e2d1d7-efe9-442c-beed-4a2d0582b109/full/!200,200/0/default.jpg",primary,0,3150,4000,640,2012-05-23 16:07:51-04,2022-06-15 13:05:39-04,154008,,154008,1,artist,artist,5136,500012316,"Orozco, José Clemente",José Clemente Orozco,Orozco,"Mexican, 1883 - 1949",1,1883,1949,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
7809cc5f-5883-4daa-9d4b-a74780121920,https://api.nga.gov/iiif/7809cc5f-5883-4daa-9d4b-a74780121920,"https://api.nga.gov/iiif/7809cc5f-5883-4daa-9d4b-a74780121920/full/!200,200/0/default.jpg",primary,0,9040,6719,640,2021-11-03 12:19:16-04,2022-06-10 16:32:28-04,223741,,223741,1,artist,artist,41056,500023797,"Yampolsky, Mariana",Mariana Yampolsky,Yampolsky,"Mexican, born United States, 1925 - 2002",1,1925,2002,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
790de038-bab3-404f-a55d-6fe871325100,https://api.nga.gov/iiif/790de038-bab3-404f-a55d-6fe871325100,"https://api.nga.gov/iiif/790de038-bab3-404f-a55d-6fe871325100/full/!200,200/0/default.jpg",primary,0,2980,4000,640,2011-04-14 16:39:31-04,2022-05-19 13:02:05-04,150713,,150713,1,artist,artist,16466,500028115,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902,2002,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
7a03454e-755f-4ad1-a1c9-8d2cdc2961fa,https://api.nga.gov/iiif/7a03454e-755f-4ad1-a1c9-8d2cdc2961fa,"https://api.nga.gov/iiif/7a03454e-755f-4ad1-a1c9-8d2cdc2961fa/full/!200,200/0/default.jpg",primary,0,3045,4000,640,2011-04-14 16:23:57-04,2022-05-19 13:02:03-04,136777,,136777,1,artist,artist,16466,500028115,"Álvarez Bravo, Manuel",Manuel Álvarez Bravo,Álvarez Bravo,"Mexican, 1902 - 2002",1,1902,2002,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
7b5c808c-0c92-4472-a91b-ce9d98c6b02f,https://api.nga.gov/iiif/7b5c808c-0c92-4472-a91b-ce9d98c6b02f,"https://api.nga.gov/iiif/7b5c808c-0c92-4472-a91b-ce9d98c6b02f/full/!200,200/0/default.jpg",primary,0,2868,3970,640,2011-12-28 16:09:13-05,2022-06-14 16:36:00-04,58858,,58858,1,artist,artist,5141,500469327,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920,2001,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
7b9f9883-36d4-4d8c-a7ae-434e0b90f367,https://api.nga.gov/iiif/7b9f9883-36d4-4d8c-a7ae-434e0b90f367,"https://api.nga.gov/iiif/7b9f9883-36d4-4d8c-a7ae-434e0b90f367/full/!200,200/0/default.jpg",primary,0,3066,4000,640,2012-01-23 13:40:08-05,2022-06-14 16:39:57-04,64161,,64161,1,artist,artist,1918,500024331,"Tamayo, Rufino",Rufino Tamayo,Tamayo,"Mexican, 1899 - 1991",1,1899,1991,1876 to 1900,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
7bc94d00-6a0c-4fcc-b551-c2f0194c3721,https://api.nga.gov/iiif/7bc94d00-6a0c-4fcc-b551-c2f0194c3721,"https://api.nga.gov/iiif/7bc94d00-6a0c-4fcc-b551-c2f0194c3721/full/!200,200/0/default.jpg",primary,0,3588,3583,,2011-03-18 12:08:47-04,2022-05-19 13:15:58-04,143115,,143115,2,artist,artist,24999,500005528,"Toledo, Francisco",Francisco Toledo,Toledo,"Mexican, born 1940",1,1940,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
7bc94d00-6a0c-4fcc-b551-c2f0194c3721,https://api.nga.gov/iiif/7bc94d00-6a0c-4fcc-b551-c2f0194c3721,"https://api.nga.gov/iiif/7bc94d00-6a0c-4fcc-b551-c2f0194c3721/full/!200,200/0/default.jpg",primary,0,3588,3583,,2011-03-18 12:08:47-04,2022-05-19 13:15:58-04,143115,,143115,3,artist,author,34339,,"de Ávila, Alejandro",Alejandro de Ávila,de Ávila,Mexican,1,,,,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
7bc94d00-6a0c-4fcc-b551-c2f0194c3721,https://api.nga.gov/iiif/7bc94d00-6a0c-4fcc-b551-c2f0194c3721,"https://api.nga.gov/iiif/7bc94d00-6a0c-4fcc-b551-c2f0194c3721/full/!200,200/0/default.jpg",primary,0,3588,3583,,2011-03-18 12:08:47-04,2022-05-19 13:15:58-04,143115,,143115,1,artist,artist,22253,500118440,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
7c837bbf-a369-4fa9-a934-ca2d503fe291,https://api.nga.gov/iiif/7c837bbf-a369-4fa9-a934-ca2d503fe291,"https://api.nga.gov/iiif/7c837bbf-a369-4fa9-a934-ca2d503fe291/full/!200,200/0/default.jpg",primary,0,2681,4000,,2015-07-07 14:26:28-04,2022-05-20 14:40:13-04,211388,,211388,1,artist,artist,22253,500118440,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
7daa2c06-952f-4bfe-8489-3125c7547b02,https://api.nga.gov/iiif/7daa2c06-952f-4bfe-8489-3125c7547b02,"https://api.nga.gov/iiif/7daa2c06-952f-4bfe-8489-3125c7547b02/full/!200,200/0/default.jpg",primary,0,2570,4000,640,2011-12-28 16:04:25-05,2022-06-14 16:35:59-04,58854,,58854,1,artist,artist,5141,500469327,"Ostrower, Fayga",Fayga Ostrower,Ostrower,"Brazilian, 1920 - 2001",1,1920,2001,1901 to 1925,Brazilian,Other,individual,Brazilian,0.0009799438165545,BR,South America,Brazil
7dc7aaee-9ed3-46e8-bbfa-cb79b3d722ee,https://api.nga.gov/iiif/7dc7aaee-9ed3-46e8-bbfa-cb79b3d722ee,"https://api.nga.gov/iiif/7dc7aaee-9ed3-46e8-bbfa-cb79b3d722ee/full/!200,200/0/default.jpg",primary,0,3209,4000,640,2012-01-23 12:21:55-05,2022-06-14 16:39:30-04,30702,,30702,1,artist,artist,4962,500111715,"Méndez, Leopoldo",Leopoldo Méndez,Méndez,"Mexican, 1902 - 1969",1,1902,1969,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
7dea3dd2-9d11-4bf2-8c9f-cff3c2355583,https://api.nga.gov/iiif/7dea3dd2-9d11-4bf2-8c9f-cff3c2355583,"https://api.nga.gov/iiif/7dea3dd2-9d11-4bf2-8c9f-cff3c2355583/full/!200,200/0/default.jpg",primary,0,4000,3524,640,2012-01-23 13:00:00-05,2022-06-14 16:39:36-04,33513,,33513,1,artist,artist,3452,500065904,"Zalce, Alfredo",Alfredo Zalce,Zalce,"Mexican, 1908 - 2003",1,1908,2003,1901 to 1925,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
7e9de60c-1953-45ed-8277-9c77c5c48e6f,https://api.nga.gov/iiif/7e9de60c-1953-45ed-8277-9c77c5c48e6f,"https://api.nga.gov/iiif/7e9de60c-1953-45ed-8277-9c77c5c48e6f/full/!200,200/0/default.jpg",primary,0,2877,4000,640,2016-10-17 12:48:57-04,2022-06-15 14:02:52-04,201189,,201189,1,artist,artist,16975,500004593,"Merida, Carlos",Carlos Merida,Merida,"Guatemalan, 1891 - 1984",1,1891,1984,1876 to 1900,Guatemalan,Other,individual,Guatemalan,0.0001306591755406,GT,North America,Guatemala
7ea115ab-a1c7-4a2b-ad96-67f2eae845c2,https://api.nga.gov/iiif/7ea115ab-a1c7-4a2b-ad96-67f2eae845c2,"https://api.nga.gov/iiif/7ea115ab-a1c7-4a2b-ad96-67f2eae845c2/full/!200,200/0/default.jpg",primary,0,2641,4000,,2015-08-21 13:10:47-04,2022-05-20 14:47:52-04,175610,,175610,1,artist,artist,22253,500118440,"Iturbide, Graciela",Graciela Iturbide,Iturbide,"Mexican, born 1942",1,1942,,1926 to 1950,Mexican,Mexican,individual,Mexican,0.0024171947475011,MX,North America,Mexico
